"years_covered","first_year","last_year","time_depth","fid","within_quebec","geom"
5,1979,2016,38,855450,True,"MULTIPOLYGON(((-70.79098218039454 53.74090104049521,-71.2401398224543 53.89399371533502,-71.2401398224543 54.19850365951542,-70.79098218039454 54.34992286598044,-70.34182453833476 54.19850365951542,-70.34182453833476 53.89399371533502,-70.79098218039454 53.74090104049521)))"
3,1979,2016,38,855451,True,"MULTIPOLYGON(((-70.79098218039454 54.65109468086872,-71.2401398224543 54.80084929792614,-71.2401398224543 55.098701058943526,-70.79098218039454 55.24680027961811,-70.34182453833476 55.098701058943526,-70.34182453833476 54.80084929792614,-70.79098218039454 54.65109468086872)))"
6,1993,2016,24,855452,True,"MULTIPOLYGON(((-70.79098218039454 55.54135067495744,-71.2401398224543 55.68780399105903,-71.2401398224543 55.9790722914612,-70.79098218039454 56.123889478634865,-70.34182453833476 55.9790722914612,-70.34182453833476 55.68780399105903,-70.79098218039454 55.54135067495744)))"
11,1991,2016,26,855453,True,"MULTIPOLYGON(((-70.79098218039454 56.41189550781593,-71.2401398224543 56.55508661092018,-71.2401398224543 56.839850716659654,-70.79098218039454 56.98142603547739,-70.34182453833476 56.839850716659654,-70.34182453833476 56.55508661092018,-70.79098218039454 56.41189550781593)))"
9,1991,2011,21,855454,True,"MULTIPOLYGON(((-70.79098218039454 57.26296906137591,-71.2401398224543 57.40293913666191,-71.2401398224543 57.681282394574936,-70.79098218039454 57.81965799444261,-70.34182453833476 57.681282394574936,-70.34182453833476 57.40293913666191,-70.79098218039454 57.26296906137591)))"
2,2014,2017,4,855455,True,"MULTIPOLYGON(((-70.79098218039454 58.09482323759508,-71.2401398224543 58.23161534424471,-71.2401398224543 58.503624741029995,-70.79098218039454 58.63884453781967,-70.34182453833476 58.503624741029995,-70.34182453833476 58.23161534424471,-70.79098218039454 58.09482323759508)))"
5,1960,2019,60,855457,True,"MULTIPOLYGON(((-70.79098218039454 59.70193335847631,-71.2401398224543 59.83250515068524,-71.2401398224543 60.09212027069717,-70.79098218039454 60.22116625148502,-70.34182453833476 60.09212027069717,-70.34182453833476 59.83250515068524,-70.79098218039454 59.70193335847631)))"
3,1899,2015,117,855458,True,"MULTIPOLYGON(((-70.79098218039454 60.47774172561073,-71.2401398224543 60.605273902188486,-71.2401398224543 60.85883387799965,-70.79098218039454 60.98486438834694,-70.34182453833476 60.85883387799965,-70.34182453833476 60.605273902188486,-70.79098218039454 60.47774172561073)))"
42,1938,2020,83,855459,True,"MULTIPOLYGON(((-70.34182453833476 45.17424592827279,-70.79098218039454 45.35676185632765,-70.79098218039454 45.72003337687708,-70.34182453833476 45.90078910917727,-69.89266689627502 45.72003337687708,-69.89266689627502 45.35676185632765,-70.34182453833476 45.17424592827279)))"
61,1907,2020,114,855460,True,"MULTIPOLYGON(((-70.34182453833476 46.2605410411582,-70.79098218039454 46.43953751872483,-70.79098218039454 46.795772360332826,-70.34182453833476 46.97301113617428,-69.89266689627502 46.795772360332826,-69.89266689627502 46.43953751872483,-70.34182453833476 46.2605410411582)))"
86,1887,2020,134,855461,True,"MULTIPOLYGON(((-70.34182453833476 47.32573259083572,-70.79098218039454 47.50121581120846,-70.79098218039454 47.850428750131066,-70.34182453833476 48.024159135835944,-69.89266689627502 47.850428750131066,-69.89266689627502 47.50121581120846,-70.34182453833476 47.32573259083572)))"
40,1975,2020,46,855462,True,"MULTIPOLYGON(((-70.34182453833476 48.3698695606592,-70.79098218039454 48.54185038840175,-70.79098218039454 48.884065394003045,-70.34182453833476 49.0543004778452,-69.89266689627502 48.884065394003045,-69.89266689627502 48.54185038840175,-70.34182453833476 48.3698695606592)))"
35,1976,2020,45,855463,True,"MULTIPOLYGON(((-70.34182453833476 49.3930282153543,-70.79098218039454 49.56152188828269,-70.79098218039454 49.89677152835408,-70.34182453833476 50.06352862398913,-69.89266689627502 49.89677152835408,-69.89266689627502 49.56152188828269,-70.34182453833476 49.3930282153543)))"
30,1976,2020,45,855464,True,"MULTIPOLYGON(((-70.34182453833476 50.39531032037834,-70.79098218039454 50.56033615484632,-70.79098218039454 50.88866100833348,-70.34182453833476 51.05196136232246,-69.89266689627502 50.88866100833348,-69.89266689627502 50.56033615484632,-70.34182453833476 50.39531032037834)))"
29,1964,2018,55,855465,True,"MULTIPOLYGON(((-70.34182453833476 51.37684138502317,-70.79098218039454 51.538422486042094,-70.79098218039454 51.85987056614272,-70.34182453833476 52.01973907100145,-69.89266689627502 51.85987056614272,-69.89266689627502 51.538422486042094,-70.34182453833476 51.37684138502317)))"
17,1979,2018,40,855466,True,"MULTIPOLYGON(((-70.34182453833476 52.33776893795314,-70.79098218039454 52.49593191547987,-70.79098218039454 52.81055810568268,-70.34182453833476 52.96702301969378,-69.89266689627502 52.81055810568268,-69.89266689627502 52.49593191547987,-70.34182453833476 52.33776893795314)))"
2,1979,1981,3,855467,True,"MULTIPOLYGON(((-70.34182453833476 53.27826084269948,-70.79098218039454 53.43303553523545,-70.79098218039454 53.74090104049521,-70.34182453833476 53.89399371533502,-69.89266689627502 53.74090104049521,-69.89266689627502 53.43303553523545,-70.34182453833476 53.27826084269948)))"
6,1979,2016,38,855468,True,"MULTIPOLYGON(((-70.34182453833476 54.19850365951542,-70.79098218039454 54.34992286598044,-70.79098218039454 54.65109468086872,-70.34182453833476 54.80084929792614,-69.89266689627502 54.65109468086872,-69.89266689627502 54.34992286598044,-70.34182453833476 54.19850365951542)))"
5,1993,2005,13,855469,True,"MULTIPOLYGON(((-70.34182453833476 55.098701058943526,-70.79098218039454 55.24680027961811,-70.79098218039454 55.54135067495744,-70.34182453833476 55.68780399105903,-69.89266689627502 55.54135067495744,-69.89266689627502 55.24680027961811,-70.34182453833476 55.098701058943526)))"
1,1995,1995,1,855470,True,"MULTIPOLYGON(((-70.34182453833476 55.9790722914612,-70.79098218039454 56.123889478634865,-70.79098218039454 56.41189550781593,-70.34182453833476 56.55508661092018,-69.89266689627502 56.41189550781593,-69.89266689627502 56.123889478634865,-70.34182453833476 55.9790722914612)))"
10,1949,2009,61,855471,True,"MULTIPOLYGON(((-70.34182453833476 56.839850716659654,-70.79098218039454 56.98142603547739,-70.79098218039454 57.26296906137591,-70.34182453833476 57.40293913666191,-69.89266689627502 57.26296906137591,-69.89266689627502 56.98142603547739,-70.34182453833476 56.839850716659654)))"
7,1899,2013,115,855472,True,"MULTIPOLYGON(((-70.34182453833476 57.681282394574936,-70.79098218039454 57.81965799444261,-70.79098218039454 58.09482323759508,-70.34182453833476 58.23161534424471,-69.89266689627502 58.09482323759508,-69.89266689627502 57.81965799444261,-70.34182453833476 57.681282394574936)))"
16,1899,2019,121,855473,True,"MULTIPOLYGON(((-70.34182453833476 58.503624741029995,-70.79098218039454 58.63884453781967,-70.79098218039454 58.90772064628476,-70.34182453833476 59.04137950514466,-69.89266689627502 58.90772064628476,-69.89266689627502 58.63884453781967,-70.34182453833476 58.503624741029995)))"
2,2013,2014,2,855474,True,"MULTIPOLYGON(((-70.34182453833476 59.307145248161845,-70.79098218039454 59.43925471735169,-70.79098218039454 59.70193335847631,-70.34182453833476 59.83250515068524,-69.89266689627502 59.70193335847631,-69.89266689627502 59.43925471735169,-70.34182453833476 59.307145248161845)))"
7,1899,2019,121,855475,True,"MULTIPOLYGON(((-70.34182453833476 60.09212027069717,-70.79098218039454 60.22116625148502,-70.79098218039454 60.47774172561073,-70.34182453833476 60.605273902188486,-69.89266689627502 60.47774172561073,-69.89266689627502 60.22116625148502,-70.34182453833476 60.09212027069717)))"
5,1899,2011,113,855476,True,"MULTIPOLYGON(((-70.34182453833476 60.85883387799965,-70.79098218039454 60.98486438834694,-70.79098218039454 61.23543326433037,-70.34182453833476 61.359974366647215,-69.89266689627502 61.23543326433037,-69.89266689627502 60.98486438834694,-70.34182453833476 60.85883387799965)))"
38,1955,2019,65,855477,True,"MULTIPOLYGON(((-69.89266689627502 45.72003337687708,-70.34182453833476 45.90078910917727,-70.34182453833476 46.2605410411582,-69.89266689627502 46.43953751872483,-69.44350925421524 46.2605410411582,-69.44350925421524 45.90078910917727,-69.89266689627502 45.72003337687708)))"
91,1919,2020,102,855478,True,"MULTIPOLYGON(((-69.89266689627502 46.795772360332826,-70.34182453833476 46.97301113617428,-70.34182453833476 47.32573259083572,-69.89266689627502 47.50121581120846,-69.44350925421524 47.32573259083572,-69.44350925421524 46.97301113617428,-69.89266689627502 46.795772360332826)))"
61,1889,2020,132,855479,True,"MULTIPOLYGON(((-69.89266689627502 47.850428750131066,-70.34182453833476 48.024159135835944,-70.34182453833476 48.3698695606592,-69.89266689627502 48.54185038840175,-69.44350925421524 48.3698695606592,-69.44350925421524 48.024159135835944,-69.89266689627502 47.850428750131066)))"
39,1960,2020,61,855480,True,"MULTIPOLYGON(((-69.89266689627502 48.884065394003045,-70.34182453833476 49.0543004778452,-70.34182453833476 49.3930282153543,-69.89266689627502 49.56152188828269,-69.44350925421524 49.3930282153543,-69.44350925421524 49.0543004778452,-69.89266689627502 48.884065394003045)))"
34,1974,2020,47,855481,True,"MULTIPOLYGON(((-69.89266689627502 49.89677152835408,-70.34182453833476 50.06352862398913,-70.34182453833476 50.39531032037834,-69.89266689627502 50.56033615484632,-69.44350925421524 50.39531032037834,-69.44350925421524 50.06352862398913,-69.89266689627502 49.89677152835408)))"
32,1974,2018,45,855482,True,"MULTIPOLYGON(((-69.89266689627502 50.88866100833348,-70.34182453833476 51.05196136232246,-70.34182453833476 51.37684138502317,-69.89266689627502 51.538422486042094,-69.44350925421524 51.37684138502317,-69.44350925421524 51.05196136232246,-69.89266689627502 50.88866100833348)))"
28,1974,2018,45,855483,True,"MULTIPOLYGON(((-69.89266689627502 51.85987056614272,-70.34182453833476 52.01973907100145,-70.34182453833476 52.33776893795314,-69.89266689627502 52.49593191547987,-69.44350925421524 52.33776893795314,-69.44350925421524 52.01973907100145,-69.89266689627502 51.85987056614272)))"
13,1979,2020,42,855484,True,"MULTIPOLYGON(((-69.89266689627502 52.81055810568268,-70.34182453833476 52.96702301969378,-70.34182453833476 53.27826084269948,-69.89266689627502 53.43303553523545,-69.44350925421524 53.27826084269948,-69.44350925421524 52.96702301969378,-69.89266689627502 52.81055810568268)))"
2,1979,2016,38,855485,True,"MULTIPOLYGON(((-69.89266689627502 53.74090104049521,-70.34182453833476 53.89399371533502,-70.34182453833476 54.19850365951542,-69.89266689627502 54.34992286598044,-69.44350925421524 54.19850365951542,-69.44350925421524 53.89399371533502,-69.89266689627502 53.74090104049521)))"
7,1979,2018,40,855486,True,"MULTIPOLYGON(((-69.89266689627502 54.65109468086872,-70.34182453833476 54.80084929792614,-70.34182453833476 55.098701058943526,-69.89266689627502 55.24680027961811,-69.44350925421524 55.098701058943526,-69.44350925421524 54.80084929792614,-69.89266689627502 54.65109468086872)))"
10,1991,2007,17,855487,True,"MULTIPOLYGON(((-69.89266689627502 55.54135067495744,-70.34182453833476 55.68780399105903,-70.34182453833476 55.9790722914612,-69.89266689627502 56.123889478634865,-69.44350925421524 55.9790722914612,-69.44350925421524 55.68780399105903,-69.89266689627502 55.54135067495744)))"
9,1992,2005,14,855488,True,"MULTIPOLYGON(((-69.89266689627502 56.41189550781593,-70.34182453833476 56.55508661092018,-70.34182453833476 56.839850716659654,-69.89266689627502 56.98142603547739,-69.44350925421524 56.839850716659654,-69.44350925421524 56.55508661092018,-69.89266689627502 56.41189550781593)))"
9,1899,2016,118,855489,True,"MULTIPOLYGON(((-69.89266689627502 57.26296906137591,-70.34182453833476 57.40293913666191,-70.34182453833476 57.681282394574936,-69.89266689627502 57.81965799444261,-69.44350925421524 57.681282394574936,-69.44350925421524 57.40293913666191,-69.89266689627502 57.26296906137591)))"
10,1899,2019,121,855490,True,"MULTIPOLYGON(((-69.89266689627502 58.09482323759508,-70.34182453833476 58.23161534424471,-70.34182453833476 58.503624741029995,-69.89266689627502 58.63884453781967,-69.44350925421524 58.503624741029995,-69.44350925421524 58.23161534424471,-69.89266689627502 58.09482323759508)))"
16,1899,2020,122,855491,True,"MULTIPOLYGON(((-69.89266689627502 58.90772064628476,-70.34182453833476 59.04137950514466,-70.34182453833476 59.307145248161845,-69.89266689627502 59.43925471735169,-69.44350925421524 59.307145248161845,-69.44350925421524 59.04137950514466,-69.89266689627502 58.90772064628476)))"
28,1899,2019,121,855492,True,"MULTIPOLYGON(((-69.89266689627502 59.70193335847631,-70.34182453833476 59.83250515068524,-70.34182453833476 60.09212027069717,-69.89266689627502 60.22116625148502,-69.44350925421524 60.09212027069717,-69.44350925421524 59.83250515068524,-69.89266689627502 59.70193335847631)))"
9,1899,2019,121,855493,True,"MULTIPOLYGON(((-69.89266689627502 60.47774172561073,-70.34182453833476 60.605273902188486,-70.34182453833476 60.85883387799965,-69.89266689627502 60.98486438834694,-69.44350925421524 60.85883387799965,-69.44350925421524 60.605273902188486,-69.89266689627502 60.47774172561073)))"
114,1877,2020,144,855494,True,"MULTIPOLYGON(((-69.44350925421524 47.32573259083572,-69.89266689627502 47.50121581120846,-69.89266689627502 47.850428750131066,-69.44350925421524 48.024159135835944,-68.9943516121555 47.850428750131066,-68.9943516121555 47.50121581120846,-69.44350925421524 47.32573259083572)))"
53,1938,2020,83,855495,True,"MULTIPOLYGON(((-69.44350925421524 48.3698695606592,-69.89266689627502 48.54185038840175,-69.89266689627502 48.884065394003045,-69.44350925421524 49.0543004778452,-68.9943516121555 48.884065394003045,-68.9943516121555 48.54185038840175,-69.44350925421524 48.3698695606592)))"
34,1974,2020,47,855496,True,"MULTIPOLYGON(((-69.44350925421524 49.3930282153543,-69.89266689627502 49.56152188828269,-69.89266689627502 49.89677152835408,-69.44350925421524 50.06352862398913,-68.9943516121555 49.89677152835408,-68.9943516121555 49.56152188828269,-69.44350925421524 49.3930282153543)))"
34,1974,2018,45,855497,True,"MULTIPOLYGON(((-69.44350925421524 50.39531032037834,-69.89266689627502 50.56033615484632,-69.89266689627502 50.88866100833348,-69.44350925421524 51.05196136232246,-68.9943516121555 50.88866100833348,-68.9943516121555 50.56033615484632,-69.44350925421524 50.39531032037834)))"
30,1974,2018,45,855498,True,"MULTIPOLYGON(((-69.44350925421524 51.37684138502317,-69.89266689627502 51.538422486042094,-69.89266689627502 51.85987056614272,-69.44350925421524 52.01973907100145,-68.9943516121555 51.85987056614272,-68.9943516121555 51.538422486042094,-69.44350925421524 51.37684138502317)))"
18,1974,2011,38,855499,True,"MULTIPOLYGON(((-69.44350925421524 52.33776893795314,-69.89266689627502 52.49593191547987,-69.89266689627502 52.81055810568268,-69.44350925421524 52.96702301969378,-68.9943516121555 52.81055810568268,-68.9943516121555 52.49593191547987,-69.44350925421524 52.33776893795314)))"
3,1979,2019,41,855500,True,"MULTIPOLYGON(((-69.44350925421524 53.27826084269948,-69.89266689627502 53.43303553523545,-69.89266689627502 53.74090104049521,-69.44350925421524 53.89399371533502,-68.9943516121555 53.74090104049521,-68.9943516121555 53.43303553523545,-69.44350925421524 53.27826084269948)))"
1,1979,1979,1,855501,True,"MULTIPOLYGON(((-69.44350925421524 54.19850365951542,-69.89266689627502 54.34992286598044,-69.89266689627502 54.65109468086872,-69.44350925421524 54.80084929792614,-68.9943516121555 54.65109468086872,-68.9943516121555 54.34992286598044,-69.44350925421524 54.19850365951542)))"
10,1992,2006,15,855502,True,"MULTIPOLYGON(((-69.44350925421524 55.098701058943526,-69.89266689627502 55.24680027961811,-69.89266689627502 55.54135067495744,-69.44350925421524 55.68780399105903,-68.9943516121555 55.54135067495744,-68.9943516121555 55.24680027961811,-69.44350925421524 55.098701058943526)))"
12,1899,2012,114,855503,True,"MULTIPOLYGON(((-69.44350925421524 55.9790722914612,-69.89266689627502 56.123889478634865,-69.89266689627502 56.41189550781593,-69.44350925421524 56.55508661092018,-68.9943516121555 56.41189550781593,-68.9943516121555 56.123889478634865,-69.44350925421524 55.9790722914612)))"
9,1899,2013,115,855504,True,"MULTIPOLYGON(((-69.44350925421524 56.839850716659654,-69.89266689627502 56.98142603547739,-69.89266689627502 57.26296906137591,-69.44350925421524 57.40293913666191,-68.9943516121555 57.26296906137591,-68.9943516121555 56.98142603547739,-69.44350925421524 56.839850716659654)))"
12,1899,2019,121,855505,True,"MULTIPOLYGON(((-69.44350925421524 57.681282394574936,-69.89266689627502 57.81965799444261,-69.89266689627502 58.09482323759508,-69.44350925421524 58.23161534424471,-68.9943516121555 58.09482323759508,-68.9943516121555 57.81965799444261,-69.44350925421524 57.681282394574936)))"
7,1899,2019,121,855506,True,"MULTIPOLYGON(((-69.44350925421524 58.503624741029995,-69.89266689627502 58.63884453781967,-69.89266689627502 58.90772064628476,-69.44350925421524 59.04137950514466,-68.9943516121555 58.90772064628476,-68.9943516121555 58.63884453781967,-69.44350925421524 58.503624741029995)))"
8,1980,2019,40,855507,True,"MULTIPOLYGON(((-69.44350925421524 59.307145248161845,-69.89266689627502 59.43925471735169,-69.89266689627502 59.70193335847631,-69.44350925421524 59.83250515068524,-68.9943516121555 59.70193335847631,-68.9943516121555 59.43925471735169,-69.44350925421524 59.307145248161845)))"
9,1899,2019,121,855508,True,"MULTIPOLYGON(((-69.44350925421524 60.09212027069717,-69.89266689627502 60.22116625148502,-69.89266689627502 60.47774172561073,-69.44350925421524 60.605273902188486,-68.9943516121555 60.47774172561073,-68.9943516121555 60.22116625148502,-69.44350925421524 60.09212027069717)))"
12,1937,2019,83,855509,True,"MULTIPOLYGON(((-69.44350925421524 60.85883387799965,-69.89266689627502 60.98486438834694,-69.89266689627502 61.23543326433037,-69.44350925421524 61.359974366647215,-68.9943516121555 61.23543326433037,-68.9943516121555 60.98486438834694,-69.44350925421524 60.85883387799965)))"
38,1971,2020,50,855510,True,"MULTIPOLYGON(((-68.9943516121555 46.795772360332826,-69.44350925421524 46.97301113617428,-69.44350925421524 47.32573259083572,-68.9943516121555 47.50121581120846,-68.54519397009572 47.32573259083572,-68.54519397009572 46.97301113617428,-68.9943516121555 46.795772360332826)))"
90,1882,2020,139,855511,True,"MULTIPOLYGON(((-68.9943516121555 47.850428750131066,-69.44350925421524 48.024159135835944,-69.44350925421524 48.3698695606592,-68.9943516121555 48.54185038840175,-68.54519397009572 48.3698695606592,-68.54519397009572 48.024159135835944,-68.9943516121555 47.850428750131066)))"
43,1959,2020,62,855512,True,"MULTIPOLYGON(((-68.9943516121555 48.884065394003045,-69.44350925421524 49.0543004778452,-69.44350925421524 49.3930282153543,-68.9943516121555 49.56152188828269,-68.54519397009572 49.3930282153543,-68.54519397009572 49.0543004778452,-68.9943516121555 48.884065394003045)))"
35,1974,2019,46,855513,True,"MULTIPOLYGON(((-68.9943516121555 49.89677152835408,-69.44350925421524 50.06352862398913,-69.44350925421524 50.39531032037834,-68.9943516121555 50.56033615484632,-68.54519397009572 50.39531032037834,-68.54519397009572 50.06352862398913,-68.9943516121555 49.89677152835408)))"
30,1974,2018,45,855514,True,"MULTIPOLYGON(((-68.9943516121555 50.88866100833348,-69.44350925421524 51.05196136232246,-69.44350925421524 51.37684138502317,-68.9943516121555 51.538422486042094,-68.54519397009572 51.37684138502317,-68.54519397009572 51.05196136232246,-68.9943516121555 50.88866100833348)))"
26,1974,2015,42,855515,True,"MULTIPOLYGON(((-68.9943516121555 51.85987056614272,-69.44350925421524 52.01973907100145,-69.44350925421524 52.33776893795314,-68.9943516121555 52.49593191547987,-68.54519397009572 52.33776893795314,-68.54519397009572 52.01973907100145,-68.9943516121555 51.85987056614272)))"
12,1979,2019,41,855516,True,"MULTIPOLYGON(((-68.9943516121555 52.81055810568268,-69.44350925421524 52.96702301969378,-69.44350925421524 53.27826084269948,-68.9943516121555 53.43303553523545,-68.54519397009572 53.27826084269948,-68.54519397009572 52.96702301969378,-68.9943516121555 52.81055810568268)))"
1,1979,1979,1,855517,True,"MULTIPOLYGON(((-68.9943516121555 53.74090104049521,-69.44350925421524 53.89399371533502,-69.44350925421524 54.19850365951542,-68.9943516121555 54.34992286598044,-68.54519397009572 54.19850365951542,-68.54519397009572 53.89399371533502,-68.9943516121555 53.74090104049521)))"
5,1979,2019,41,855518,True,"MULTIPOLYGON(((-68.9943516121555 54.65109468086872,-69.44350925421524 54.80084929792614,-69.44350925421524 55.098701058943526,-68.9943516121555 55.24680027961811,-68.54519397009572 55.098701058943526,-68.54519397009572 54.80084929792614,-68.9943516121555 54.65109468086872)))"
12,1991,2011,21,855519,True,"MULTIPOLYGON(((-68.9943516121555 55.54135067495744,-69.44350925421524 55.68780399105903,-69.44350925421524 55.9790722914612,-68.9943516121555 56.123889478634865,-68.54519397009572 55.9790722914612,-68.54519397009572 55.68780399105903,-68.9943516121555 55.54135067495744)))"
13,1899,2012,114,855520,True,"MULTIPOLYGON(((-68.9943516121555 56.41189550781593,-69.44350925421524 56.55508661092018,-69.44350925421524 56.839850716659654,-68.9943516121555 56.98142603547739,-68.54519397009572 56.839850716659654,-68.54519397009572 56.55508661092018,-68.9943516121555 56.41189550781593)))"
5,1899,2013,115,855521,True,"MULTIPOLYGON(((-68.9943516121555 57.26296906137591,-69.44350925421524 57.40293913666191,-69.44350925421524 57.681282394574936,-68.9943516121555 57.81965799444261,-68.54519397009572 57.681282394574936,-68.54519397009572 57.40293913666191,-68.9943516121555 57.26296906137591)))"
9,1899,2019,121,855522,True,"MULTIPOLYGON(((-68.9943516121555 58.09482323759508,-69.44350925421524 58.23161534424471,-69.44350925421524 58.503624741029995,-68.9943516121555 58.63884453781967,-68.54519397009572 58.503624741029995,-68.54519397009572 58.23161534424471,-68.9943516121555 58.09482323759508)))"
8,1980,2018,39,855523,True,"MULTIPOLYGON(((-68.9943516121555 58.90772064628476,-69.44350925421524 59.04137950514466,-69.44350925421524 59.307145248161845,-68.9943516121555 59.43925471735169,-68.54519397009572 59.307145248161845,-68.54519397009572 59.04137950514466,-68.9943516121555 58.90772064628476)))"
4,2007,2010,4,855524,True,"MULTIPOLYGON(((-68.9943516121555 60.47774172561073,-69.44350925421524 60.605273902188486,-69.44350925421524 60.85883387799965,-68.9943516121555 60.98486438834694,-68.54519397009572 60.85883387799965,-68.54519397009572 60.605273902188486,-68.9943516121555 60.47774172561073)))"
52,1952,2020,69,855525,True,"MULTIPOLYGON(((-68.54519397009572 47.32573259083572,-68.9943516121555 47.50121581120846,-68.9943516121555 47.850428750131066,-68.54519397009572 48.024159135835944,-68.09603632803598 47.850428750131066,-68.09603632803598 47.50121581120846,-68.54519397009572 47.32573259083572)))"
67,1896,2020,125,855526,True,"MULTIPOLYGON(((-68.54519397009572 48.3698695606592,-68.9943516121555 48.54185038840175,-68.9943516121555 48.884065394003045,-68.54519397009572 49.0543004778452,-68.09603632803598 48.884065394003045,-68.09603632803598 48.54185038840175,-68.54519397009572 48.3698695606592)))"
40,1974,2020,47,855527,True,"MULTIPOLYGON(((-68.54519397009572 49.3930282153543,-68.9943516121555 49.56152188828269,-68.9943516121555 49.89677152835408,-68.54519397009572 50.06352862398913,-68.09603632803598 49.89677152835408,-68.09603632803598 49.56152188828269,-68.54519397009572 49.3930282153543)))"
43,1900,2019,120,855528,True,"MULTIPOLYGON(((-68.54519397009572 50.39531032037834,-68.9943516121555 50.56033615484632,-68.9943516121555 50.88866100833348,-68.54519397009572 51.05196136232246,-68.09603632803598 50.88866100833348,-68.09603632803598 50.56033615484632,-68.54519397009572 50.39531032037834)))"
38,1971,2020,50,855529,True,"MULTIPOLYGON(((-68.54519397009572 51.37684138502317,-68.9943516121555 51.538422486042094,-68.9943516121555 51.85987056614272,-68.54519397009572 52.01973907100145,-68.09603632803598 51.85987056614272,-68.09603632803598 51.538422486042094,-68.54519397009572 51.37684138502317)))"
7,1977,2012,36,855530,True,"MULTIPOLYGON(((-68.54519397009572 52.33776893795314,-68.9943516121555 52.49593191547987,-68.9943516121555 52.81055810568268,-68.54519397009572 52.96702301969378,-68.09603632803598 52.81055810568268,-68.09603632803598 52.49593191547987,-68.54519397009572 52.33776893795314)))"
5,1979,2019,41,855531,True,"MULTIPOLYGON(((-68.54519397009572 53.27826084269948,-68.9943516121555 53.43303553523545,-68.9943516121555 53.74090104049521,-68.54519397009572 53.89399371533502,-68.09603632803598 53.74090104049521,-68.09603632803598 53.43303553523545,-68.54519397009572 53.27826084269948)))"
2,2007,2019,13,855532,True,"MULTIPOLYGON(((-68.54519397009572 54.19850365951542,-68.9943516121555 54.34992286598044,-68.9943516121555 54.65109468086872,-68.54519397009572 54.80084929792614,-68.09603632803598 54.65109468086872,-68.09603632803598 54.34992286598044,-68.54519397009572 54.19850365951542)))"
10,1960,2001,42,855533,True,"MULTIPOLYGON(((-68.54519397009572 55.098701058943526,-68.9943516121555 55.24680027961811,-68.9943516121555 55.54135067495744,-68.54519397009572 55.68780399105903,-68.09603632803598 55.54135067495744,-68.09603632803598 55.24680027961811,-68.54519397009572 55.098701058943526)))"
9,1899,2013,115,855534,True,"MULTIPOLYGON(((-68.54519397009572 55.9790722914612,-68.9943516121555 56.123889478634865,-68.9943516121555 56.41189550781593,-68.54519397009572 56.55508661092018,-68.09603632803598 56.41189550781593,-68.09603632803598 56.123889478634865,-68.54519397009572 55.9790722914612)))"
10,1899,2012,114,855535,True,"MULTIPOLYGON(((-68.54519397009572 56.839850716659654,-68.9943516121555 56.98142603547739,-68.9943516121555 57.26296906137591,-68.54519397009572 57.40293913666191,-68.09603632803598 57.26296906137591,-68.09603632803598 56.98142603547739,-68.54519397009572 56.839850716659654)))"
49,1882,2020,139,855536,True,"MULTIPOLYGON(((-68.54519397009572 57.681282394574936,-68.9943516121555 57.81965799444261,-68.9943516121555 58.09482323759508,-68.54519397009572 58.23161534424471,-68.09603632803598 58.09482323759508,-68.09603632803598 57.81965799444261,-68.54519397009572 57.681282394574936)))"
5,2006,2019,14,855537,True,"MULTIPOLYGON(((-68.54519397009572 58.503624741029995,-68.9943516121555 58.63884453781967,-68.9943516121555 58.90772064628476,-68.54519397009572 59.04137950514466,-68.09603632803598 58.90772064628476,-68.09603632803598 58.63884453781967,-68.54519397009572 58.503624741029995)))"
54,1953,2020,68,855538,True,"MULTIPOLYGON(((-68.09603632803598 47.850428750131066,-68.54519397009572 48.024159135835944,-68.54519397009572 48.3698695606592,-68.09603632803598 48.54185038840175,-67.6468786859762 48.3698695606592,-67.6468786859762 48.024159135835944,-68.09603632803598 47.850428750131066)))"
56,1937,2020,84,855539,True,"MULTIPOLYGON(((-68.09603632803598 48.884065394003045,-68.54519397009572 49.0543004778452,-68.54519397009572 49.3930282153543,-68.09603632803598 49.56152188828269,-67.6468786859762 49.3930282153543,-67.6468786859762 49.0543004778452,-68.09603632803598 48.884065394003045)))"
36,1975,2020,46,855540,True,"MULTIPOLYGON(((-68.09603632803598 49.89677152835408,-68.54519397009572 50.06352862398913,-68.54519397009572 50.39531032037834,-68.09603632803598 50.56033615484632,-67.6468786859762 50.39531032037834,-67.6468786859762 50.06352862398913,-68.09603632803598 49.89677152835408)))"
34,1974,2020,47,855541,True,"MULTIPOLYGON(((-68.09603632803598 50.88866100833348,-68.54519397009572 51.05196136232246,-68.54519397009572 51.37684138502317,-68.09603632803598 51.538422486042094,-67.6468786859762 51.37684138502317,-67.6468786859762 51.05196136232246,-68.09603632803598 50.88866100833348)))"
34,1977,2019,43,855542,True,"MULTIPOLYGON(((-68.09603632803598 51.85987056614272,-68.54519397009572 52.01973907100145,-68.54519397009572 52.33776893795314,-68.09603632803598 52.49593191547987,-67.6468786859762 52.33776893795314,-67.6468786859762 52.01973907100145,-68.09603632803598 51.85987056614272)))"
4,1979,2019,41,855543,True,"MULTIPOLYGON(((-68.09603632803598 52.81055810568268,-68.54519397009572 52.96702301969378,-68.54519397009572 53.27826084269948,-68.09603632803598 53.43303553523545,-67.6468786859762 53.27826084269948,-67.6468786859762 52.96702301969378,-68.09603632803598 52.81055810568268)))"
