"scientific_name","rank"
"Cladonia digitata","species"
"Gymnocolea acutiloba","species"
"Carex capillaris","species"
"Tetralophozia setiformis","species"
"Arctoparmelia centrifuga","species"
"Lepra dactylina","species"
"Sphaerophorus fragilis","species"
"Ceratodon purpureus","species"
"Lecanora polytropa","species"
"Sarmentypnum sarmentosum","species"
"Utricularia intermedia","species"
"Sparganium hyperboreum","species"
"Aneura pinguis","species"
"Calamagrostis lapponica","species"
"Ochrolechia frigida","species"
"Peltigera rufescens","species"
"Pertusaria coriacea","species"
"Umbilicaria hyperborea","species"
"Bryocaulon divergens","species"
"Carex saxatilis","species"
"Climacium dendroides","species"
"Packera indecora","species"
"Ribes triste","species"
"Orthilia secunda","species"
"Viola labradorica","species"
"Equisetum sylvaticum","species"
"Poa pratensis alpigena","species"
"Poa alpina","species"
"Arctostaphylos uva-ursi","species"
"Botrychium lanceolatum angustisegmentum","infraspecies"
"Carex supina spaniocarpa","infraspecies"
"Potentilla norvegica","species"
"Carex atratiformis","species"
"Vulpicida pinastri","species"
"Umbilicaria torrefacta","species"
"Rhizocarpon geographicum","species"
"Brachythecium salebrosum","species"
"Cetraria islandica crispiformis","infraspecies"
"Omalotheca supina","species"
"Sibbaldia procumbens","species"
"Oreojuncus trifidus","species"
"Luzula multiflora frigida","infraspecies"
"Diphasiastrum alpinum","species"
"Huperzia appressa","infraspecies"
"Cetraria laevigata","species"
"Achillea millefolium nigrescens","infraspecies"
"Campanula gieseckeana","species"
"Saxifraga paniculata laestadii","infraspecies"
"Viola macloskeyi","species"
"Cephalozia bicuspidata","species"
"Woodsia ilvensis","species"
"Carex deflexa","species"
"Diphasiastrum complanatum","species"
"Petasites frigidus sagittatus","infraspecies"
"Equisetum pratense","species"
"Myriophyllum sibiricum","species"
"Hippuris vulgaris","species"
"Eleocharis acicularis","species"
"Potamogeton alpinus","species"
"Sparganium angustifolium","species"
"Pedicularis groenlandica","species"
"Carex rupestris","species"
"Dactylina arctica","species"
"Carex gynocrates","species"
"Carex norvegica","species"
"Sphagnum teres","species"
"Rubus arcticus","species"
"Calamagrostis canadensis langsdorffii","species"
"Cladonia fimbriata","species"
"Parmelia omphalodes","species"
"Psilopilum laevigatum","species"
"Antennaria alpina","species"
"Senecio congestus","species"
"Ranunculus hyperboreus","species"
"Luzula groenlandica","species"
"Odontoschisma elongatum","species"
"Anthelia juratzkana","species"
"Barbilophozia hatcheri","species"
"Gymnomitrion concinnatum","species"
"Barbilophozia binsteadii","species"
"Ochrolechia androgyna","species"
"Calamagrostis","genus"
"Lathyrus japonicus","species"
"Cephaloziella varians","species"
"Stellaria longipes","species"
"Anemonastrum richardsonii","species"
"Stereocaulon alpinum","species"
"Peltigera horizontalis","species"
"Linnaea borealis","species"
"Cynodontium strumiferum","species"
"Dicranum montanum","species"
"Oxytropis maydelliana","species"
"Salix arctica","species"
"Salix calcicola","species"
"Platanthera obtusata","species"
"Dupontia fisheri","species"
"Scapania obcordata","species"
"Protopannaria pezizoides","species"
"Anthoxanthum monticola alpinum","species"
"Campanula uniflora","species"
"Huperzia selago","species"
"Hierochloe alpina","species"
"Andreaea alpestris","species"
"Festuca hyperborea","species"
"Bryum creberrimum","species"
"Hypnum bambergeri","species"
"Carex leptalea","species"
"Moerckia hibernica","species"
"Epilobium palustre","species"
"Sphagnum contortum","species"
"Cladonia sulphurina","species"
"Riccardia latifrons","species"
"Dicranum spadiceum","species"
"Hylocomiastrum umbratum","species"
"Ranunculus allenii","species"
"Brachythecium","genus"
"Racomitrium ericoides","species"
"Sagina caespitosa","species"
"Icmadophila ericetorum","species"
"Calliergon giganteum","species"
"Peltigera scabrosa","species"
"Dicranum scoparium","species"
"Cladonia wainioi","species"
"Cetrariella delisei","species"
"Salix pellita","species"
"Stereocaulon tomentosum","species"
"Rubus pubescens","species"
"Drepanocladus aduncus","species"
"Eriophorum brachyantherum","species"
"Calamagrostis stricta inexpansa","species"
"Ranunculus flammula reptans","species"
"Juncus alpinoarticulatus","species"
"Equisetum palustre","species"
"Hippuris lanceolata","species"
"Triglochin palustris","species"
"Blepharostoma trichophyllum","species"
"Conocephalum salebrosum","species"
"Sagina nodosa borealis","infraspecies"
"Primula mistassinica","species"
"Preissia quadrata","species"
"Primula laurentiana","species"
"Fissidens adianthoides","species"
"Cornus sericea","species"
"Salix ballii","species"
"Erigeron elatus","species"
"Cladonia stricta","species"
"Ditrichum flexicaule","species"
"Diphasiastrum sitchense","species"
"Cetraria islandica islandica","infraspecies"
"Pleuroclada albescens","species"
"Calliergon richardsonii","species"
"Polytrichum strictum","species"
"Cladonia coccifera","species"
"Saxifraga aizoides","species"
"Kobresia simpliciuscula subholarctica","infraspecies"
"Luzula spicata","species"
"Pohlia wahlenbergii","species"
"Cardamine nymanii","species"
"Cerastium cerastioides","species"
"Cinclidium stygium","species"
"Utricularia minor","species"
"Pyrola asarifolia","species"
"Dasiphora fruticosa floribunda","species"
"Galium labradoricum","species"
"Platanthera huronensis","species"
"Betula pumila","species"
"Utricularia ochroleuca","species"
"Primula egaliksensis","species"
"Micarea melaena","species"
"Ochrolechia upsaliensis","species"
"Sphagnum centrale","species"
"Parnassia palustris","species"
"Carex stylosa","species"
"Carex lachenalii","species"
"Solorina crocea","species"
"Oxyria digyna","species"
"Ranunculus pygmaeus","species"
"Antennaria monocephala angustata","infraspecies"
"Juncus biglumis","species"
"Agrostis scabra","species"
"Sphagnum jensenii","species"
"Bromus ciliatus","species"
"Parnassia kotzebuei","species"
"Racomitrium sudeticum","species"
"Draba nivalis","species"
"Potentilla nivea","species"
"Saxifraga paniculata","species"
"Carex nardina","species"
"Calamagrostis purpurascens","species"
"Elymus violaceus","species"
"Woodsia glabella","species"
"Cladonia pocillum","species"
"Eleocharis quinqueflora","species"
"Dicranum muehlenbeckii","species"
"Gymnostomum aeruginosum","species"
"Hypnum recurvatum","species"
"Tortella fragilis","species"
"Ochrolechia grimmiae","species"
"Streptopus amplexifolius","species"
"Cystopteris montana","species"
"Phegopteris connectilis","species"
"Carex diandra","species"
"Muhlenbergia uniflora","species"
"Sphagnum annulatum","species"
"Cladonia cyanipes","species"
"Platanthera aquilonis","species"
"Danthonia intermedia","species"
"Sphagnum girgensohnii","species"
"Cratoneuron filicinum","species"
"Catoscopium nigritum","species"
"Cladonia turgida","species"
"Racomitrium canescens latifolium","subspecies"
"Tortella tortuosa","species"
"Astragalus eucosmus","species"
"Hedysarum americanum","infraspecies"
"Oxytropis deflexa foliolosa","infraspecies"
"Salix reticulata","species"
"Equisetum scirpoides","species"
"Potentilla crantzii","species"
"Hypnum cupressiforme","species"
"Abietinella abietina","species"
"Arctous rubra","species"
"Carex lapponica","species"
"Potentilla bimundorum","infraspecies"
"Carex petricosa misandroides","infraspecies"
"Physconia muscigena","species"
"Hypogymnia austerodes","species"
"Lecanora epibryon","species"
"Hypogymnia physodes","species"
"Aspicilia cinerea","species"
"Encalypta rhaptocarpa","species"
"Pertusaria","genus"
"Distichium","genus"
"Hypogymnia bitteri","species"
"Carex bigelowii","species"
"Cladonia maxima","species"
"Cladonia bellidiflora","species"
"Cornus suecica","species"
"Ditrichum","genus"
"Cladonia pleurota","species"
"Pseudocampylium radicale","species"
"Saxifraga hirculus","species"
"Peltigera leucophlebia","species"
"Pertusaria oculata","species"
"Juncus arcticus","species"
"Cladonia subfurcata","species"
"Carex rotundata","species"
"Polytrichum hyperboreum","species"
"Tanacetum bipinnatum","species"
"Leymus mollis","species"
"Carex aquatilis stans","infraspecies"
"Peltigera malacea","species"
"Stereocaulon grande","species"
"Silene involucrata","species"
"Saxifraga tricuspidata","species"
"Carex maritima","species"
"Cladonia pyxidata","species"
"Cladonia macrophylla","species"
"Anastrophyllum minutum","species"
"Pinguicula villosa","species"
"Carex membranacea","species"
"Marsupella arctica","species"
"Sphagnum steerei","species"
"Pogonatum dentatum","species"
"Bryum archangelicum","species"
"Cynodontium strumulosum","species"
"Koenigia islandica","species"
"Saxifraga cernua","species"
"Carex myosuroides","species"
"Dicranum condensatum","species"
"Schistidium rivulare","species"
"Cladonia decorticata","species"
"Primula stricta","species"
"Bryum argenteum","species"
"Festuca rubra","species"
"Andromeda polifolia","species"
"Carex adelostoma","species"
"Bryum calophyllum","species"
"Halerpestes cymbalaria","species"
"Carex mackenziei","species"
"Carex bicolor","species"
"Carex krausei","species"
"Mnium thomsonii","species"
"Myurella julacea","species"
"Cladonia gracilis elongata","subspecies"
"Cephaloziella grimsulana","species"
"Ranunculus gmelinii","species"
"Eriophorum scheuchzeri","species"
"Anastrophyllum helleranum","species"
"Platismatia norvegica","species"
"Melanelia stygia","species"
"Parmelia squarrosa","species"
"Arctoparmelia incurva","species"
"Cardamine bellidifolia","species"
"Salix candida","species"
"Myurella sibirica","species"
"Rhabdoweisia crispata","species"
"Potentilla litoralis","infraspecies"
"Carex subspathacea","species"
"Calamagrostis deschampsioides","species"
"Barbilophozia kunzeana","species"
"Nardia geoscyphus","species"
"Oxytropis campestris minor","variety"
"Dicranella subulata","species"
"Platismatia glauca","species"
"Sphagnum concinnum","species"
"Arctophila fulva","species"
"Gymnomitrion corallioides","species"
"Saxifraga oppositifolia","species"
"Bryum weigelii","species"
"Splachnum vasculosum","species"
"Rhizomnium punctatum","species"
"Draba alpina","species"
"Polytrichastrum alpinum septentrionale","variety"
"Scapania mucronata","species"
"Dibaeis baeomyces","species"
"Scapania paludicola","species"
"Erigeron humilis","species"
"Cerastium alpinum","species"
"Rusavskia elegans","species"
"Poa arctica","species"
"Peltigera didactyla","species"
"Dicranum brevifolium","species"
"Polytrichum jensenii","species"
"Barbilophozia attenuata","species"
"Racomitrium fasciculare","species"
"Cladonia cenotea","species"
"Cetrariella fastigiata","species"
"Cerastium arcticum","species"
"Eriophorum callitrix","species"
"Carex fuliginosa","species"
"Brachythecium turgidum","species"
"Nephroma expallidum","species"
"Sphagnum obtusum","species"
"Eriophorum russeolum albidum","species"
"Luzula wahlenbergii","species"
"Pohlia bulbifera","species"
"Rhizomnium gracile","species"
"Warnstorfia pseudostraminea","species"
"Puccinellia phryganodes","species"
"Calliergon cordifolium","species"
"Fontinalis dalecarlica","species"
"Plagiomnium cuspidatum","species"
"Galium trifidum","species"
"Pellia neesiana","species"
"Sphagnum tundrae","species"
"Thamnolia subuliformis","infraspecies"
"Argentina egedii groenlandica","infraspecies"
"Carex marina","species"
"Cephaloziella byssacea","species"
"Carex williamsii","species"
"Huperzia arctica","infraspecies"
"Distichium capillaceum","species"
"Nephroma bellum","species"
"Sticta arctica","species"
"Bryum salinum","species"
"Stellaria humifusa","species"
"Plantago maritima","species"
"Carex atrofusca","species"
"Hedysarum boreale mackenziei","subspecies"
"Pedicularis lanata","species"
"Carex concinna","species"
"Dicranoweisia crispula","species"
"Peltigera membranacea","species"
"Cladonia ecmocyna","species"
"Bryum pseudotriquetrum","species"
"Potentilla anserina egedii","infraspecies"
"Eutrema edwardsii","species"
"Oxytropis podocarpa","species"
"Carex holostoma","species"
"Lophozia schusteriana","species"
"Barbilophozia sudetica","species"
"Pseudocalliergon trifarium","species"
"Juncus subtilis","species"
"Hypnum vaucheri","species"
"Luzula nivalis","species"
"Comastoma tenellum","species"
"Peltigera ponojensis","species"
"Dactylina ramulosa","species"
"Solorina saccata","species"
"Anastrophyllum cavifolium","species"
"Carex scirpoidea","species"
"Luzula multiflora","species"
"Sphagnum olafii","species"
"Carex ursina","species"
"Leptodictyum riparium","species"
"Anthelia julacea","species"
"Pedicularis hirsuta","species"
"Pilophorus robustus","species"
"Pseudephebe minuscula","species"
"Eriophorum angustifolium","species"
"Festuca brachyphylla","species"
"Cherleria biflora","species"
"Sphagnum arcticum","species"
"Drepanocladus polygamus","species"
"Eriophorum vaginatum","species"
"Sagina nivalis","species"
"Rhododendron canadense","species"
"Oxytropis campestris johannensis","infraspecies"
"Saxifraga rivularis","species"
"Carex glareosa","species"
"Cochlearia groenlandica","species"
"Bryoerythrophyllum recurvirostrum","species"
"Saxifraga hyperborea","species"
"Micranthes foliolosa","species"
"Minuartia rossii","species"
"Phippsia algida","species"
"Bartramia ithyphylla","species"
"Alectoria vexillifera","infraspecies"
"Arabis alpina","species"
"Cerastium arvense","species"
"Cladonia trassii","species"
"Viola","genus"
"Utricularia","genus"
"Stereocaulon condensatum","species"
"Umbilicaria","genus"
"Bryum","genus"
"Lichenomphalia hudsoniana","species"
"Cephalozia","genus"
"Cephaloziella divaricata","species"
"Lecanora","genus"
"Thamnolia","genus"
"Bryoria","genus"
"Sphagnum lescurii","species"
"Stellaria","genus"
"Cladina","genus"
"Siphula ceratites","species"
"Isopterygium","genus"
"Cetraria","genus"
"Peltigera","genus"
"Pedicularis","genus"
"Agrostis","genus"
"Eriophorum","genus"
"Poa","genus"
"Micarea","genus"
"Oxytropis","genus"
"Jungermannia","genus"
"Scapania","genus"
"Epilobium","genus"
"Drepanocladus","genus"
"Festuca","genus"
"Hypnum","genus"
"Lophozia","genus"
"Juncus","genus"
"Luzula","genus"
"Erigeron","genus"
"Calliergon","genus"
"Huperzia","genus"
"Gymnomitrion","genus"
"Tortula","genus"
"Hippuris","genus"
"Ranunculus","genus"
"Warnstorfia","genus"
"Ochrolechia","genus"
"Amblystegium","genus"
"Philonotis","genus"
"Pseudephebe","genus"
"Melanelia","genus"
"Cephalozia pleniceps","species"
"Plagiochila porelloides","species"
"Mnium","genus"
"Dicranella varia","species"
"Collema","genus"
"Anthelia","genus"
"Caloplaca","genus"
"Rhizocarpon","genus"
"Ophioparma","genus"
"Rinodina","genus"
"Hypogymnia","genus"
"Porpidia","genus"
"Pogonia","genus"
"Sarmenthypnum","genus"
"Sanionia","genus"
"Kiaeria","genus"
"Hylocomium","genus"
"Oncophorus virens","species"
"Loeskypnum wickesiae","species"
"Pohlia crudoides","species"
"Lophozia debiliformis","species"
"Cladonia rei","species"
"Fissidens osmundioides","species"
"Orthothecium strictum","species"
"Syntrichia ruralis","species"
"Candelariella placodizans","species"
"Parmelia sulcata","species"
"Ptychostomum cryophilum","species"
"Pohlia filum","species"
"Dicranum flagellare","species"
"Pohlia cruda","species"
"Scapania brevicaulis","species"
"Stereocaulon rivulorum","species"
"Cinclidium subrotundum","species"
"Polytrichum swartzii","species"
"Pogonatum urnigerum","species"
"Orthotrichum pylaisii","species"
"Mertensia maritima","species"
"Anastrophyllum saxicola","species"
"Scapania spitzbergensis","species"
"Potentilla nana","infraspecies"
"Juncus castaneus","species"
"Physcia","genus"
"Puccinellia","genus"
"Micranthes nivalis","species"
"Saxifraga cespitosa","species"
"Draba lactea","species"
"Stereocaulon arenarium","species"
"Hymenostylium recurvirostrum","species"
"Draba crassifolia","species"
"Ranunculus arcticus","infraspecies"
"Festuca rubra arctica","species"
"Sabulina stricta","species"
"Tortula hoppeana","species"
"Potentilla neumanniana","species"
"Antennaria friesiana","species"
"Micranthes tenuis","species"
"Potentilla pulchella","species"
"Odontoschisma macounii","species"
"Tremolecia atrata","species"
"Acarospora glaucocarpa","species"
"Porpidia flavicunda","species"
"Amygdalaria panaeola","species"
"Bryum caespiticium","species"
"Melanelia hepatizon","species"
"Phaeophyscia sciastra","species"
"Blasia pusilla","species"
"Mnium hornum","species"
"Scytinium tenuissimum","species"
"Lophozia polaris","species"
"Schistidium liliputanum","species"
"Barbilophozia floerkei","species"
"Lophozia laxa","species"
"Pseudocalliergon turgescens","species"
"Phaeophyscia kairamoi","species"
"Myurella tenerrima","species"
"Leptobryum pyriforme","species"
"Aplodon wormskioldii","species"
"Lobaria linita","species"
"Barbilophozia barbata","species"
"Honckenya peploides","species"
"Lophozia bicrenata","species"
"Puccinellia tenella langeana","species"
"Leymus mollis villosissimus","species"
"Cladonia phyllophora","species"
"Honckenya peploides diffusa","infraspecies"
"Psora decipiens","species"
"Cystopteris fragilis","species"
"Japewia tornoensis","species"
"Umbilicaria muehlenbergii","species"
"Barbilophozia quadriloba","species"
"Plagiochila porelloides subarctica","infraspecies"
"Lophozia wenzelii","species"
"Montanelia disjuncta","species"
"Peltigera lepidophora","species"
"Apomarsupella revoluta","species"
"Bryoplaca tetraspora","species"
"Aspicilia caesiocinerea","species"
"Hypogymnia subobscura","species"
"Odontoschisma denudatum","species"
"Cephalozia ambigua","species"
"Cephaloziella hampeana","species"
"Ranunculus nivalis","species"
"Meesia hexasticha","species"
"Deschampsia cespitosa septentrionalis","infraspecies"
"Pseudephebe pubescens","species"
"Alopecurus magellanicus","species"
"Carex simpliciuscula","species"
"Peltigera venosa","species"
"Polytrichastrum alpinum fragile","variety"
"Parmelia saxatilis","species"
"Allantoparmelia alpicola","species"
"Brodoa oroarctica","species"
"Allantoparmelia almquistii","species"
"Montanelia panniformis","species"
"Calvitimela armeniaca","species"
"Andreaea blyttii","species"
"Lophozia savicziae","species"
"Tritomaria heterophylla","species"
"Peltigera scabrosella","species"
"Blindia acuta","species"
"Pertusaria subobducens","species"
"Amphidium mougeotii","species"
"Allantoparmelia","genus"
"Botrychium minganense","species"
"Gentianella amarella acuta","infraspecies"
"Astragalus alpinus","species"
"Lepra amara","species"
"Cladonia floerkeana","species"
"Stereocaulon pileatum","species"
"Cladonia uncialis uncialis","infraspecies"
"Evernia mesomorpha","species"
"Dimerella lutea","species"
"Kalmia latifolia","species"
"Empetrum nigrum hermaphroditum","infraspecies"
"Rhododendron tomentosum subarcticum","infraspecies"
"Salix petiolaris","species"
"Orthotrichum sordidum","species"
"Brachythecium rivulare","species"
"Harpanthus scutatus","species"
"Lophozia bantriensis","species"
"Warnstorfia exannulata purpurascens","variety"
"Mylia taylorii","species"
"Timmia austriaca","species"
"Brachythecium albicans","species"
"Dicranum polysetum","species"
"Tortella arctica","species"
"Thuidium recognitum","species"
"Calliergon orbiculare-cordatum","species"
"Tetraplodon urceolatus","species"
"Orthotrichum alpestre","species"
"Jungermannia subelliptica","species"
"Orthotrichum pallens","species"
"Cinclidium latifolium","species"
"Scapania paludosa","species"
"Parmeliopsis ambigua","species"
"Solorina spongiosa","species"
"Ophioparma lapponica","species"
"Marsupella sphacelata","species"
"Blepharostoma trichophyllum brevirete","infraspecies"
"Polyblastia bryophila","species"
"Megaspora verrucosa","species"
"Physconia detersa","species"
"Didymodon asperifolius","species"
"Timmia megapolitana bavarica","subspecies"
"Scapania hyperborea","species"
"Lambiella impavida","species"
"Syntrichia norvegica","species"
"Schistidium trichodon","species"
"Porpidia melinodes","species"
"Umbilicaria deusta","species"
"Lecidea lapicida","species"
"Stereocaulon symphycheilum","species"
"Myriolecis zosterae","species"
"Plagiomnium medium","species"
"Sphagnum quinquefarium","species"
"Sphagnum lenense","species"
"Aulacomnium","genus"
"Plagiomnium","genus"
"Scytinium palmatum","species"
"Ophioparma ventosa","species"
"Parmelia","genus"
"Dactylina","genus"
"Phaeophyscia","genus"
"Orthotrichum","genus"
"Encalypta","genus"
"Dicranella","genus"
"Bucklandiella","genus"
"Schistidium","genus"
"Omphalodiscus","genus"
"Arctoparmelia","genus"
"Astragalus","genus"
"Peltigera neckeri","species"
"Phaeophyscia constipata","species"
"Peltigera neopolydactyla","species"
"Marsupella brevissima","species"
"Prasanthus suecicus","species"
"Baeomyces placophyllus","species"
"Lecanora circumborealis","species"
"Ptilidium pulcherrimum","species"
"Bryoria simplicior","species"
"Melanohalea septentrionalis","species"
"Parmeliopsis hyperopta","species"
"Bryum algovicum","species"
"Bryobilimbia","genus"
"Buellia","genus"
"Lecidella","genus"
"Cephalozia lunulifolia","species"
"Leiomylia anomala","species"
"Fissidens","genus"
"Cladonia ochrochlora","species"
"Tuckermannopsis","genus"
"Hennediella heimii","species"
"Orthothecium intricatum","species"
"Sauteria alpina","species"
"Arctocetraria nigricascens","species"
"Hypnum plicatulum","species"
"Bryum capillare","species"
"Hypnum revolutum","species"
"Hygrohypnum alpestre","species"
"Arctagrostis latifolia","species"
"Barbilophozia lycopodioides","species"
"Pellia epiphylla","species"
"Sarmentypnum tundrae","species"
"Plagiomnium ellipticum","species"
"Funaria hygrometrica","species"
"Barbilophozia atlantica","species"
"Brachythecium curtum","species"
"Cratoneuron commutatum falcatum","variety"
"Dicranella cerviculata","species"
"Moehringia macrophylla","species"
"Viola renifolia","species"
"Viola palustris","species"
"Arnica angustifolia","species"
"Stellaria crassifolia","species"
"Montia fontana","species"
"Menyanthes trifoliata verna","species"
"Rangifer tarandus","species"
"Pseudacris triseriata","species"
"Ixobrychus exilis","species"
"Bucephala islandica","species"
"Haliaeetus leucocephalus","species"
"Aquila chrysaetos","species"
"Falco peregrinus","species"
"Osmerus mordax","species"
"Catharus bicknelli","species"
"Histrionicus histrionicus","species"
"Acer nigrum","species"
"Moxostoma carinatum","species"
"Notropis bifrenatus","species"
"Alosa sapidissima","species"
"Graptemys geographica","species"
"Glyptemys insculpta","species"
"Percina copelandi","species"
"Ursus maritimus","species"
"Noturus flavus","species"
"Ameiurus natalis","species"
"Delphinapterus leucas","species"
"Coregonus artedi","species"
"Hybognathus hankinsoni","species"
"Notropis rubellus","species"
"Brosme brosme","species"
"Odobenus rosmarus","species"
"Eubalaena glacialis","species"
"Anarhichas minor","species"
"Anguilla rostrata","species"
"Phocoena phocoena","species"
"Balaenoptera physalus","species"
"Balaenoptera musculus","species"
"Ammodramus savannarum","species"
"Desmognathus fuscus","species"
"Parkesia motacilla","species"
"Cardellina canadensis","species"
"Leucoraja ocellata","species"
"Quercus bicolor","species"
"Sagina saginoides","species"
"Myoxocephalus quadricornis","species"
"Myoxocephalus thompsonii","species"
"Acipenser fulvescens","species"
"Acipenser oxyrinchus","species"
"Euphagus carolinus","species"
"Draba corymbosa","species"
"Gymnocolea inflata","species"
"Lophozia ventricosa","species"
"Pompeius verna","species"
"Oeneis bore","species"
"Euptoieta claudia","species"
"Euphyes dion","species"
"Erynnis martialis","species"
"Opheodrys vernalis","species"
"Storeria dekayi","species"
"Nerodia sipedon","species"
"Lycaena dospassosi","species"
"Scapania scandica","species"
"Anarhichas lupus","species"
"Anarhichas denticulatus","species"
"Clemmys guttata","species"
"Scapania irrigua","species"
"Lampropeltis triangulum","species"
"Phoca vitulina","species"
"Tritomaria quinquedentata","species"
"Diadophis punctatus","species"
"Ceratodon heterophyllus","species"
"Gadus morhua","species"
"Salvelinus alpinus","species"
"Botrychium pinnatum","species"
"Hemidactylium scutatum","species"
"Pseudacris maculata","species"
"Lithobates palustris","species"
"Oceanodroma leucorhoa","species"
"Carex macloviana","species"
"Cephaloziella rubella","species"
"Sphagnum perfoliatum","species"
"Eleocharis mamillata","species"
"Calidris canutus","species"
"Marchantia polymorpha","species"
"Cephaloziella uncinata","species"
"Sphagnum mirum","species"
"Contopus cooperi","species"
"Cistothorus platensis","species"
"Galium brevipes","species"
"Festuca baffinensis","species"
"Tyto alba","species"
"Asio flammeus","species"
"Chordeiles minor","species"
"Antrostomus vociferus","species"
"Chaetura pelagica","species"
"Vermivora chrysoptera","species"
"Prionace glauca","species"
"Juglans cinerea","species"
"Carya ovata","species"
"Tofieldia coccinea","species"
"Puccinellia nuttalliana","species"
"Esox niger","species"
"Hydroprogne caspia","species"
"Desmognathus ochrophaeus","species"
"Charadrius melodus","species"
"Melanerpes erythrocephalus","species"
"Setophaga cerulea","species"
"Podiceps auritus","species"
"Sterna dougallii","species"
"Ammocrypta pellucida","species"
"Moxostoma hubbsi","species"
"Ichthyomyzon fossor","species"
"Lanius ludovicianus","species"
"Coturnicops noveboracensis","species"
"Carex glacialis","species"
"Pinus rigida","species"
"Ulmus thomasii","species"
"Coenonympha nipisiquit","species"
"Apalone spinifera","species"
"Sternotherus odoratus","species"
"Emydoidea blandingii","species"
"Dermochelys coriacea","species"
"Cladina mitis","species"
"Cladina rangiferina","species"
"Cladina stellaris","species"
"Epigaea repens","species"
"Kalmia angustifolia","species"
"Vaccinium myrtilloides","species"
"Maianthemum canadense","species"
"Clintonia borealis","species"
"Gymnocarpium disjunctum","species"
"Oxalis montana","species"
"Bazzania trilobata","species"
"Eurybia macrophylla","species"
"Huperzia lucidula","species"
"Pteridium aquilinum","species"
"Rubus idaeus","species"
"Moneses uniflora","species"
"Ribes lacustre","species"
"Aralia nudicaulis","species"
"Athyrium filix-femina","species"
"Galium","genus"
"Geum macrophyllum","species"
"Platanthera","genus"
"Rhizomnium magnifolium","species"
"Dendrolycopodium obscurum","species"
"Fragaria","genus"
"Lycopodium clavatum","species"
"Aster","genus"
"Juniperus horizontalis","species"
"Monotropa uniflora","species"
"Osmundastrum cinnamomeum","species"
"Rhytidiadelphus triquetrus","species"
"Apocynum androsaemifolium","species"
"Iris versicolor","species"
"Sarracenia purpurea","species"
"Viburnum opulus americanum","infraspecies"
"Claytosmunda claytoniana","species"
"Endotropis alnifolia","species"
"Thalictrum pubescens","species"
"Goodyera repens","species"
"Parathelypteris noveboracensis","species"
"Actaea rubra","species"
"Diervilla lonicera","species"
"Lonicera canadensis","species"
"Polypodium virginianum","species"
"Dasiphora fruticosa","species"
"Erythronium americanum","species"
"Polygonatum pubescens","species"
"Aralia hispida","species"
"Dennstaedtia punctilobula","species"
"Spiraea alba latifolia","infraspecies"
"Anaphalis margaritacea","species"
"Maianthemum stellatum","species"
"Comptonia peregrina","species"
"Cypripedium acaule","species"
"Oclemena acuminata","species"
"Gaultheria procumbens","species"
"Nabalus","genus"
"Trillidium undulatum","species"
"Aralia racemosa","species"
"Maianthemum racemosum","species"
"Solidago flexicaulis","species"
"Chimaphila umbellata","species"
"Circaea alpina","species"
"Onoclea sensibilis","species"
"Pyrola elliptica","species"
"Matteuccia struthiopteris","species"
"Drosera","genus"
"Galium triflorum","species"
"Asarum canadense","species"
"Platanthera orbiculata","species"
"Taxus canadensis","species"
"Vicia cracca","species"
"Hieracium","genus"
"Solidago rugosa","species"
"Trillium erectum","species"
"Impatiens","genus"
"Thalictrum dioicum","species"
"Trillium cernuum","species"
"Dryopteris cristata","species"
"Rubus repens","species"
"Caulophyllum thalictroides","species"
"Lonicera oblongifolia","species"
"Achillea millefolium","species"
"Botrypus virginianus","species"
"Toxicodendron radicans","species"
"Ilex verticillata","species"
"Parthenocissus quinquefolia","species"
"Dirca palustris","species"
"Trillium grandiflorum","species"
"Actaea pachypoda","species"
"Arisaema triphyllum","species"
"Impatiens capensis","species"
"Viburnum lantanoides","species"
"Osmorhiza claytonii","species"
"Mitella diphylla","species"
"Taraxacum officinale","species"
"Geum fragarioides","species"
"Medeola virginiana","species"
"Actaea","genus"
"Adiantum pedatum","species"
"Dryopteris marginalis","species"
"Trifolium","genus"
"Polystichum acrostichoides","species"
"Rubus allegheniensis","species"
"Ribes cynosbati","species"
"Cirsium","genus"
"Cypripedium parviflorum","species"
"Mitchella repens","species"
"Dicentra","genus"
"Dryopteris goldieana","species"
"Galium asprellum","species"
"Dicentra canadensis","species"
"Corallorhiza maculata","species"
"Sanguinaria canadensis","species"
"Cardamine diphylla","species"
"Rumex","genus"
"Scutellaria lateriflora","species"
"Fallopia cilinodis","species"
"Anemonastrum canadense","species"
"Ribes americanum","species"
"Aronia melanocarpa","species"
"Rubus odoratus","species"
"Uvularia grandiflora","species"
"Ranunculus acris","species"
"Veratrum viride","species"
"Melampyrum lineare","species"
"Tiarella cordifolia","species"
"Osmunda regalis","species"
"Lycopus uniflorus","species"
"Claytonia caroliniana","species"
"Eutrochium maculatum","species"
"Deparia acrostichoides","species"
"Ribes hirtellum","species"
"Laportea canadensis","species"
"Cornus rugosa","species"
"Polystichum braunii","species"
"Capnoides sempervirens","species"
"Betula minor","species"
"Rosa acicularis","species"
"Vaccinium ovalifolium","species"
"Viola pubescens","species"
"Coeloglossum viride","species"
"Scutellaria galericulata pubescens","species"
"Lactuca biennis","species"
"Doellingeria umbellata","species"
"Vitis riparia","species"
"Uvularia sessilifolia","species"
"Diphasiastrum digitatum","species"
"Goodyera","genus"
