"geom","min_year","max_year","year_interval","year_count","id"
"POINT(-65.50048 43.2532)",1995,2016,21,"22",12403
"POINT(-58.452138 49.69674)",1972,1994,22,"17",10652
"POINT(-53.864595 53.910492)",1971,1984,13,"6",10551
"POINT(-62.74132 45.67583)",2007,2008,1,"2",15719
"POINT(-62.90725 46.058533)",2005,2010,5,"6",15112
"POINT(-77.229936 44.152886)",1992,2018,26,"27",13770
"POINT(-79.85068 43.28331)",2014,2015,1,"2",13848
"POINT(-61.56738 44.19795)",1995,2016,21,"21",12337
"POINT(-61.56738 44.19795)",1995,2016,21,"21",12018
"POINT(-65.50048 43.2532)",1970,1981,11,"12",11871
"POINT(-79.361398 43.62142)",2006,2012,6,"4",13461
"POINT(-76.06 44.055)",1976,2015,39,"40",13048
"POINT(-66.214847 41.627502)",1981,1993,12,"10",11067
"POINT(-69.041914 40.95268)",1984,2016,32,"33",14727
"POINT(-61.56738 44.19795)",1982,1994,12,"13",11873
"POINT(-70.87637 46.85767)",2016,2017,1,"2",16110
"POINT(-86 50)",1970,2014,44,"45",12861
"POINT(-71.093778 40.671798)",1968,2006,38,"39",14252
"POINT(-63.14804 46.23122)",2011,2014,3,"2",15677
"POINT(-61.56738 44.19795)",1970,1981,11,"12",12558
"POINT(-61.56738 44.19795)",1982,1994,12,"13",11968
"POINT(-63.728047 47.637685)",1974,1994,20,"12",10479
"POINT(-69.041914 40.95268)",1967,2014,47,"48",14477
"POINT(-80.158424 42.549539)",1971,1999,28,"15",14108
"POINT(-62.90725 46.058533)",2011,2014,3,"2",15247
"POINT(-65.50048 43.2532)",1982,1994,12,"13",11962
"POINT(-77.22225 44.149251)",2001,2015,14,"14",13829
"POINT(-68.41917 37.14722)",1987,2000,13,"14",10004
"POINT(-65.50048 43.2532)",1985,1993,8,"2",11653
"POINT(-78.523333 45.595278)",1980,2013,33,"34",13030
"POINT(-73.107078 52.941847)",1970,2014,44,"45",12867
"POINT(-57.690888 43.437611)",1980,1993,13,"8",11000
"POINT(-65.50048 43.2532)",1982,1994,12,"13",12096
"POINT(-64.873712 47.473463)",2005,2008,3,"3",15582
"POINT(-66.214847 41.627502)",1987,1993,6,"7",10222
"POINT(-47.315252 41.630515)",1996,2009,13,"11",14841
"POINT(-65.63232 43.2452)",1970,2007,37,"38",14254
"POINT(-78.523333 45.595278)",1952,1995,43,"43",12952
"POINT(-49.931212 51.171824)",1983,2011,28,"29",14209
"POINT(-63 47)",1974,2016,42,"33",10047
"POINT(-65.50048 43.2532)",1982,1994,12,"13",11876
"POINT(-56 52)",1974,2014,40,"41",12766
"POINT(-64.965766 47.341712)",2006,2010,4,"5",15477
"POINT(-50.75978 47.607599)",1970,1994,24,"25",10173
"POINT(-79.85068 43.28331)",2006,2015,9,"6",13859
"POINT(-77.22225 44.149251)",2001,2013,12,"12",13589
"POINT(-74.018383 39.10066)",1975,2005,30,"31",14370
"POINT(-72 40)",1973,2016,43,"44",14753
"POINT(-64.965766 47.341712)",2011,2014,3,"2",15807
"POINT(-77.59299 44.01301)",2001,2015,14,"3",13845
"POINT(-63 45)",1970,2014,44,"45",12772
"POINT(-61.56738 44.19795)",1995,2016,21,"22",12029
"POINT(-79.361398 43.62142)",2006,2012,6,"4",13489
"POINT(-86 50)",1970,2014,44,"45",12671
"POINT(-77.396957 43.50608)",1978,2018,40,"40",13903
"POINT(-65.50048 43.2532)",1995,2016,21,"22",12334
"POINT(-65.098835 42.729563)",1974,1987,13,"4",11029
"POINT(-61.56738 44.19795)",1995,2016,21,"21",11536
"POINT(-65.25 44.333333)",1996,1997,1,"2",14083
"POINT(-60.3 44.1)",1967,1990,23,"24",13186
"POINT(-65.63232 43.2452)",1970,2007,37,"38",14154
"POINT(-56.766309 56.477534)",1977,1988,11,"9",10275
"POINT(-75.53 35.224444)",1992,1993,1,"2",12727
"POINT(-61.56738 44.19795)",1995,2016,21,"22",12631
"POINT(-60.3 44.1)",1967,1990,23,"24",13248
"POINT(-74.381869 45.160229)",1998,2010,12,"2",13976
"POINT(-65.029957 47.777114)",2007,2009,2,"3",15459
"POINT(-71.093778 40.671798)",1967,2005,38,"39",14225
"POINT(-72.47958 46.88236)",2016,2021,5,"2",16029
"POINT(-65.63232 43.2452)",1980,2008,28,"29",14330
"POINT(-77.59299 44.01301)",2001,2015,14,"3",13879
"POINT(-65.50048 43.2532)",1996,2016,20,"12",12644
"POINT(-68.3 43.3)",2007,2014,7,"8",14722
"POINT(-61.56738 44.19795)",1984,1994,10,"10",11368
"POINT(-65.50048 43.2532)",1995,2016,21,"22",11473
"POINT(-71.71751 46.41901)",2017,2021,4,"4",16052
"POINT(-71.71751 46.41901)",2016,2021,5,"6",16040
"POINT(-62.86667 48.82361)",1987,2011,24,"25",11206
"POINT(-74.018383 39.10066)",1973,2002,29,"30",14346
"POINT(-63.728047 47.637685)",1970,1994,24,"25",11073
"POINT(-72.47958 46.88236)",2016,2021,5,"2",16120
"POINT(-63 47)",1978,1990,12,"13",13393
"POINT(-48.319336 48.138699)",1984,1995,11,"12",14902
"POINT(-66.11572 44.8247)",1997,2012,15,"16",14661
"POINT(-72.47958 46.88236)",2016,2021,5,"2",16024
"POINT(-65.098835 42.729563)",1974,1983,9,"4",10725
"POINT(-59 49.25)",1965,2017,52,"53",14584
"POINT(-55.995809 46.034584)",1972,1987,15,"10",11062
"POINT(-74.381869 45.160229)",1984,2016,32,"16",13698
"POINT(-80.417572 42.579883)",1989,2012,23,"24",12982
"POINT(-67.064717 44.266029)",1971,1992,21,"14",10338
"POINT(-64.209251 44.537006)",1985,2012,27,"19",11296
"POINT(-65.50048 43.2532)",1970,1981,11,"12",11406
"POINT(-57.41455 46.93526)",1983,2011,28,"28",14333
"POINT(-65.3 43)",1962,1988,26,"27",13219
"POINT(-61.56738 44.19795)",1972,1981,9,"2",11911
"POINT(-65.562778 46.995278)",2011,2014,3,"2",15673
"POINT(-77.59299 44.01301)",2001,2015,14,"3",13826
"POINT(-77.547686 43.947746)",1992,2018,26,"27",13744
"POINT(-61.56738 44.19795)",1995,2016,21,"22",12351
"POINT(-77.229936 44.152886)",1992,2018,26,"27",13703
"POINT(-65.50048 43.2532)",1995,2016,21,"22",12560
"POINT(-62.90725 46.058533)",2011,2014,3,"2",15291
"POINT(-63.188167 45.760967)",2009,2010,1,"2",15555
"POINT(-65.50048 43.2532)",1996,2016,20,"15",11716
"POINT(-77.396957 43.50608)",1978,2018,40,"40",14029
"POINT(-77.72313 43.99472)",2008,2015,7,"2",13880
"POINT(-50.521046 49.772834)",1975,2006,31,"32",14646
"POINT(-61.56738 44.19795)",1995,2016,21,"10",12342
"POINT(-65.50048 43.2532)",1982,1994,12,"8",12458
"POINT(-74.381869 45.160229)",2012,2018,6,"4",14040
"POINT(-65.50048 43.2532)",1970,1980,10,"8",12346
"POINT(-63 47)",1974,2016,42,"37",10026
"POINT(-62.28626 46.36766)",2008,2010,2,"3",15205
"POINT(-51.3 44.3)",1968,1986,18,"19",13256
"POINT(-79.361398 43.62142)",2006,2012,6,"4",13478
"POINT(-86 50)",1970,2014,44,"45",12785
"POINT(-76.06 44.055)",1979,2015,36,"15",13044
"POINT(-57.690888 43.437611)",1974,1991,17,"9",11122
"POINT(-65.50048 43.2532)",1970,1981,11,"12",11320
"POINT(-68.615921 41.275324)",1963,2009,46,"47",14737
"POINT(-79.361398 43.62142)",2006,2012,6,"4",13522
"POINT(-77.229936 44.152886)",1992,2018,26,"27",14004
"POINT(-72.957967 46.778085)",1971,2000,29,"9",13108
"POINT(-77.22225 44.149251)",2001,2015,14,"14",13825
"POINT(-49.956886 45.114711)",1973,1985,12,"4",10779
"POINT(-72.82857 45.04889)",2016,2021,5,"3",15923
"POINT(-77.22225 44.149251)",2001,2015,14,"14",13809
"POINT(-74.018383 39.10066)",1967,2005,38,"39",14269
"POINT(-61.56738 44.19795)",1970,1981,11,"12",12425
"POINT(-62.90725 46.058533)",2005,2010,5,"6",15405
"POINT(-61.56738 44.19795)",1995,2016,21,"22",11737
"POINT(-77.72313 43.99472)",2008,2015,7,"2",13821
"POINT(-65.50048 43.2532)",1970,1981,11,"11",11898
"POINT(-80.41667 42.57944)",1988,2008,20,"21",12985
"POINT(-60.3 44.1)",1967,1990,23,"24",13416
"POINT(-70.87637 46.85767)",2016,2020,4,"5",15894
"POINT(-52.121122 50.695322)",1970,1994,24,"23",10273
"POINT(-65.50048 43.2532)",1982,1994,12,"13",12232
"POINT(-79.633333 43.683333)",1978,1981,3,"4",10069
"POINT(-65.50048 43.2532)",1970,1978,8,"6",11380
"POINT(-65.50048 43.2532)",1970,1981,11,"12",12233
"POINT(-74.018383 39.10066)",1975,2005,30,"31",14220
"POINT(-65.50048 43.2532)",1995,2016,21,"21",11650
"POINT(-65.50048 43.2532)",1996,2016,20,"18",12341
"POINT(-77.59299 44.01301)",2001,2015,14,"3",13892
"POINT(-61.56738 44.19795)",1970,1981,11,"12",11998
"POINT(-63.902612 46.237205)",2001,2006,5,"6",10082
"POINT(-47.89333 50.44083)",1983,2018,35,"36",14365
"POINT(-72.82857 45.04889)",2016,2019,3,"2",16021
"POINT(-61.56738 44.19795)",1995,2016,21,"15",12380
"POINT(-61.56738 44.19795)",1982,1994,12,"13",12244
"POINT(-63 47)",1971,2016,45,"46",10019
"POINT(-79.361398 43.62142)",2006,2012,6,"4",13464
"POINT(-79.361398 43.62142)",2006,2012,6,"4",13526
"POINT(-76.698994 45.649011)",1997,2000,3,"2",12997
"POINT(-65.098835 42.729563)",1979,1994,15,"12",10414
"POINT(-65.50048 43.2532)",1984,1994,10,"10",11811
"POINT(-66.214847 41.627502)",1986,1993,7,"3",10940
"POINT(-66.486934 47.136578)",2001,2002,1,"2",15856
"POINT(-65.562778 46.995278)",2004,2010,6,"7",15085
"POINT(-80.41667 42.57944)",1988,1994,6,"7",12984
"POINT(-72.82857 45.04889)",2016,2021,5,"3",16047
"POINT(-56.383301 46.711721)",1996,2008,12,"5",14891
"POINT(-51.3 44.3)",1968,1986,18,"19",13319
"POINT(-61.56738 44.19795)",1970,1981,11,"12",11725
"POINT(-63.07912 47.227308)",1985,2012,27,"27",11283
"POINT(-65.50048 43.2532)",1970,1981,11,"12",11860
"POINT(-62.067902 49.652037)",1985,1994,9,"10",11016
"POINT(-68.526458 40.575228)",1964,2016,52,"53",14742
"POINT(-61.56738 44.19795)",1982,1994,12,"13",12151
"POINT(-61.56738 44.19795)",1983,1993,10,"6",12396
"POINT(-65.50048 43.2532)",1982,1994,12,"13",11609
"POINT(-71.71751 46.41901)",2016,2021,5,"6",16153
"POINT(-65.50048 43.2532)",1995,2016,21,"22",11369
"POINT(-55.225157 50.548819)",1968,2011,43,"9",12971
"POINT(-63.14804 46.23122)",2006,2010,4,"3",15594
"POINT(-61.181309 42.866877)",1970,1994,24,"25",10303
"POINT(-61.56738 44.19795)",1983,1994,11,"11",12384
"POINT(-77.72313 43.99472)",2008,2015,7,"2",13831
"POINT(-57.690888 43.437611)",1970,1994,24,"25",10138
"POINT(-63 47)",1978,1990,12,"13",13330
"POINT(-65.50048 43.2532)",1982,1993,11,"4",11837
"POINT(-78.523333 45.595278)",1952,1995,43,"43",12960
"POINT(-77 57.83333)",1964,1979,15,"16",10116
"POINT(-61.56738 44.19795)",1985,1994,9,"4",11508
"POINT(-61.56738 44.19795)",1995,2016,21,"22",11855
"POINT(-72 54)",1970,2014,44,"45",12697
"POINT(-61.56738 44.19795)",1970,1981,11,"12",12197
"POINT(-61.56738 44.19795)",1995,2016,21,"22",12563
"POINT(-63.165833 46.420833)",2011,2014,3,"2",15264
"POINT(-55.995809 46.034584)",1974,1993,19,"8",10385
"POINT(-59.348941 46.441917)",1970,1994,24,"15",10757
"POINT(-61.56738 44.19795)",1970,1981,11,"12",11323
"POINT(-74.381869 45.160229)",1998,2016,18,"5",13909
"POINT(-81.87611 45.625)",1950,1983,33,"34",13401
"POINT(-65.098835 42.729563)",1971,1994,23,"12",10891
"POINT(-74.381869 45.160229)",1984,2018,34,"10",14034
"POINT(-63.446958 46.46855)",2011,2014,3,"2",15493
"POINT(-55.995809 46.034584)",1974,1993,19,"10",10922
"POINT(-63.728047 47.637685)",1970,1994,24,"25",10165
"POINT(-65.50048 43.2532)",1970,1975,5,"4",11402
"POINT(-63 47)",1978,1990,12,"13",13394
"POINT(-65.098835 42.729563)",1970,1994,24,"23",10905
"POINT(-59.822611 42.550438)",1983,2008,25,"16",11246
"POINT(-69 43)",1967,1989,22,"23",13146
"POINT(-61.56738 44.19795)",1995,2016,21,"21",11437
"POINT(-72.88129 46.69751)",2017,2020,3,"3",16123
"POINT(-49.956886 45.114711)",1970,1994,24,"25",10655
"POINT(-72 54)",1970,2014,44,"45",12665
"POINT(-61.87121 45.68314)",2004,2010,6,"7",15656
"POINT(-64.646046 47.789535)",2011,2014,3,"2",15444
"POINT(-61.56738 44.19795)",1970,1981,11,"12",11590
"POINT(-73.107078 52.941847)",1970,2014,44,"45",12878
"POINT(-63.2 42)",1973,1986,13,"14",13265
"POINT(-62.067902 49.652037)",1972,1990,18,"17",10236
"POINT(-61.181309 42.866877)",1970,1994,24,"25",10659
"POINT(-74.018383 39.10066)",1967,2005,38,"39",14144
"POINT(-65.63232 43.2452)",1982,2006,24,"25",14141
"POINT(-61.56738 44.19795)",1982,1994,12,"13",12248
"POINT(-65.50048 43.2532)",1970,1981,11,"12",12157
"POINT(-68.526458 40.575228)",1982,2016,34,"35",14591
"POINT(-61.56738 44.19795)",1995,2016,21,"22",12556
"POINT(-57.690888 43.437611)",1970,1994,24,"24",10615
"POINT(-74.018383 39.10066)",1975,2005,30,"31",14245
"POINT(-77.229936 44.152886)",1992,2012,20,"21",13503
"POINT(-72.82857 45.04889)",2016,2021,5,"3",16071
"POINT(-62.067902 49.652037)",1977,1994,17,"11",10732
"POINT(-65.50048 43.2532)",1982,1994,12,"13",11398
"POINT(-77.72313 43.99472)",2008,2015,7,"2",13788
"POINT(-67.064717 44.266029)",1979,1990,11,"4",10566
"POINT(-63.728047 47.637685)",1972,1994,22,"23",10869
"POINT(-79.11 43.05)",1994,2007,13,"14",14823
"POINT(-63.902612 46.237205)",2001,2003,2,"3",10081
"POINT(-61.56738 44.19795)",1995,2016,21,"22",11709
"POINT(-61.56738 44.19795)",1982,1994,12,"13",12557
"POINT(-53.236883 48.747752)",1988,2009,21,"22",11257
"POINT(-62.735984 45.290147)",1970,2014,44,"45",12706
"POINT(-65.50048 43.2532)",1995,2016,21,"22",11499
"POINT(-77.072526 44.096244)",1992,2012,20,"21",13560
"POINT(-61.181309 42.866877)",1982,1987,5,"5",11032
"POINT(-77.229936 44.152886)",1992,2018,26,"27",13941
"POINT(-68.615921 41.275324)",1963,2009,46,"47",14597
"POINT(-61.56738 44.19795)",1982,1994,12,"9",12278
"POINT(-61.56738 44.19795)",1983,1993,10,"8",12320
"POINT(-65.50048 43.2532)",1990,1994,4,"2",12486
"POINT(-71.71751 46.41901)",2016,2021,5,"6",16140
"POINT(-77.229936 44.152886)",1992,2018,26,"27",13718
"POINT(-65.562778 46.995278)",2011,2014,3,"2",15250
"POINT(-48.319336 48.138699)",1996,2010,14,"15",14924
"POINT(-68.615921 41.275324)",1963,2016,53,"54",14680
"POINT(-76.80115 45.46877)",2010,2011,1,"2",11170
"POINT(-72.82857 45.04889)",2016,2021,5,"3",15964
"POINT(-53.864595 53.910492)",1978,1991,13,"4",10987
"POINT(-77.229936 44.152886)",1992,2018,26,"27",13720
"POINT(-68.615921 41.275324)",1963,2005,42,"43",14374
"POINT(-62.11238 46.383134)",2004,2010,6,"7",15101
"POINT(-61.56738 44.19795)",1970,1981,11,"12",11781
"POINT(-74.381869 45.160229)",1990,2018,28,"3",13931
"POINT(-67.064717 44.266029)",1971,1994,23,"19",10504
"POINT(-86 50)",1970,2014,44,"45",12830
"POINT(-61.56738 44.19795)",1982,1994,12,"13",11564
"POINT(-65.50048 43.2532)",1970,1981,11,"12",11882
"POINT(-59.348941 46.441917)",1986,1994,8,"3",10888
"POINT(-77.22225 44.149251)",2001,2015,14,"14",13786
"POINT(-77.59299 44.01301)",2001,2015,14,"3",13876
"POINT(-77.72313 43.99472)",2008,2015,7,"2",13873
"POINT(-63.2 42)",1973,1986,13,"14",13349
"POINT(-74.381869 45.160229)",1984,2016,32,"15",13643
"POINT(-63.888896 46.512101)",2011,2014,3,"2",15675
"POINT(-65.098835 42.729563)",1970,1994,24,"23",10941
"POINT(-78.523333 45.595278)",1952,1995,43,"43",11279
"POINT(-52 50)",1962,1992,30,"31",13147
"POINT(-65.50048 43.2532)",1995,2016,21,"22",11740
"POINT(-63.14804 46.23122)",2006,2010,4,"3",15221
"POINT(-65.098835 42.729563)",1979,1986,7,"6",10800
"POINT(-61.56738 44.19795)",1982,1994,12,"13",11856
"POINT(-58.452138 49.69674)",1975,1994,19,"17",10849
"POINT(-66.089296 44.42804)",1999,2006,7,"8",11141
"POINT(-65.50048 43.2532)",1998,2009,11,"7",12306
"POINT(-56.383301 46.711721)",1972,1982,10,"11",14944
"POINT(-70.87637 46.85767)",2016,2020,4,"3",16161
"POINT(-72.82857 45.04889)",2016,2021,5,"3",16107
"POINT(-61.017433 46.6243)",2011,2014,3,"2",15748
"POINT(-72.88129 46.69751)",2016,2021,5,"6",16058
"POINT(-55.995809 46.034584)",1970,1994,24,"24",10850
"POINT(-63.728047 47.637685)",1972,1994,22,"23",10322
"POINT(-66.323033 46.650516)",1969,2014,45,"46",11150
"POINT(-52.782383 44.683779)",1973,1991,18,"10",10735
"POINT(-65.098835 42.729563)",1979,1986,7,"5",10390
"POINT(-51.3 44.3)",1968,1986,18,"19",13403
"POINT(-68.3 43.3)",2007,2014,7,"8",14778
"POINT(-65.50048 43.2532)",1982,1994,12,"13",12367
"POINT(-57.690888 43.437611)",1973,1994,21,"14",10730
"POINT(-74.58861 36.44722)",1981,2008,27,"28",14353
"POINT(-61.56738 44.19795)",1970,1981,11,"9",12452
"POINT(-55.3 46)",1959,1993,34,"35",13369
"POINT(-50.370609 48.414273)",1977,2000,23,"24",14118
"POINT(-65.50048 43.2532)",1970,1981,11,"12",11479
"POINT(-63.758716 46.383956)",2011,2014,3,"2",15497
"POINT(-61.181309 42.866877)",1987,1992,5,"3",10331
"POINT(-52.757812 52.054271)",1995,2009,14,"15",14860
"POINT(-65.098835 42.729563)",1980,1994,14,"6",10415
"POINT(-58.452138 49.69674)",1973,1993,20,"12",10360
"POINT(-61.455567 46.07815)",2004,2010,6,"7",15332
"POINT(-61.56738 44.19795)",1984,1993,9,"4",11345
"POINT(-72 54)",1970,2014,44,"45",12777
"POINT(-63.739472 45.85055)",2005,2009,4,"5",15322
"POINT(-65.50048 43.2532)",1970,1981,11,"12",12547
"POINT(-61.56738 44.19795)",2010,2014,4,"2",11362
"POINT(-65.63232 43.2452)",1970,2010,40,"41",14336
"POINT(-52.757812 52.054271)",1995,2009,14,"15",14933
"POINT(-52.757812 52.054271)",1995,2009,14,"15",14908
"POINT(-65.50048 43.2532)",1970,1981,11,"11",12165
"POINT(-65.50048 43.2532)",1970,1981,11,"12",12603
"POINT(-61.56738 44.19795)",1970,1981,11,"10",12168
"POINT(-64.646046 47.789535)",2004,2010,6,"7",15333
"POINT(-61.56738 44.19795)",1995,2016,21,"22",11512
"POINT(-79.37806 44.73333)",1980,1987,7,"8",13381
"POINT(-72.88129 46.69751)",2017,2021,4,"5",15992
"POINT(-79.85068 43.28331)",2008,2014,6,"2",13790
"POINT(-52.782383 44.683779)",1975,1994,19,"15",10410
"POINT(-50 43.083333)",2001,2011,10,"11",13434
"POINT(-64.126831 46.773778)",2004,2010,6,"7",15217
"POINT(-61.56738 44.19795)",1970,1981,11,"12",12211
"POINT(-51.3 44.3)",1968,1986,18,"19",13298
"POINT(-52.782383 44.683779)",1976,1994,18,"13",11046
"POINT(-77.22225 44.149251)",2001,2015,14,"10",13817
"POINT(-61.56738 44.19795)",1982,1994,12,"13",11824
"POINT(-53.37158 51.46769)",1979,2011,32,"33",14553
"POINT(-66.75 46.5)",1970,2014,44,"45",12670
"POINT(-56.9199 48.84746)",2015,2016,1,"2",11309
"POINT(-65.50048 43.2532)",1995,2016,21,"21",12184
"POINT(-61.56738 44.19795)",1970,1981,11,"12",12196
"POINT(-62.735984 45.290147)",1970,2014,44,"45",12814
"POINT(-74.381869 45.160229)",1984,2018,34,"17",13753
"POINT(-61.455567 46.07815)",2004,2010,6,"7",15722
"POINT(-64.710486 46.475972)",2011,2014,3,"2",15507
"POINT(-65.50048 43.2532)",1995,2014,19,"17",11549
"POINT(-61.56738 44.19795)",1995,2016,21,"21",11484
"POINT(-63 47)",1984,2004,20,"19",11228
"POINT(-84.499722 49.25)",1995,2006,11,"12",9964
"POINT(-64.873712 47.473463)",2011,2014,3,"2",15348
"POINT(-52.782383 44.683779)",1979,1993,14,"4",10453
"POINT(-65.63232 43.2452)",1980,2008,28,"29",14180
"POINT(-77.547686 43.947746)",1992,2018,26,"27",13749
"POINT(-71.093778 40.671798)",1989,2016,27,"28",14545
"POINT(-64.56477 46.273319)",2011,2014,3,"2",15665
"POINT(-80.98194 43.37)",1992,1994,2,"3",13011
"POINT(-76.794435 44.062208)",1992,2018,26,"27",13740
"POINT(-61.56738 44.19795)",1982,1994,12,"13",11531
"POINT(-61.56738 44.19795)",1970,1981,11,"12",12478
"POINT(-59.853639 59.286076)",1978,1988,10,"4",10488
"POINT(-86 50)",1970,2014,44,"45",12840
"POINT(-65.50048 43.2532)",1995,2016,21,"22",12026
"POINT(-72.88129 46.69751)",2016,2021,5,"6",16170
"POINT(-61.56738 44.19795)",1996,2016,20,"14",11329
"POINT(-65.63232 43.2452)",1970,2007,37,"38",14204
"POINT(-57.690888 43.437611)",1970,1990,20,"4",10632
"POINT(-70.87637 46.85767)",2018,2019,1,"2",16207
"POINT(-61.56738 44.19795)",1982,1994,12,"13",12599
"POINT(-65.029957 47.777114)",2011,2014,3,"2",15619
"POINT(-57.66043 53.1355)",1999,2014,15,"16",12743
"POINT(-57.690888 43.437611)",1973,1991,18,"14",10233
"POINT(-74.018383 39.10066)",1971,2016,45,"46",14648
"POINT(-58.02978 50.13466)",1973,2003,30,"31",14242
"POINT(-58.02978 50.13466)",1973,2003,30,"31",14167
"POINT(-79.37806 44.73333)",1980,1987,7,"8",13339
"POINT(-61.181309 42.866877)",1982,1987,5,"5",10319
"POINT(-64.873712 47.473463)",2011,2014,3,"2",15235
"POINT(-67.064717 44.266029)",1971,1994,23,"20",11010
"POINT(-63.728047 47.637685)",1972,1994,22,"6",10715
"POINT(-65.50048 43.2532)",1995,2016,21,"22",11585
"POINT(-64.11454 46.1827)",2009,2010,1,"2",15802
"POINT(-56.766309 56.477534)",1977,1991,14,"9",10686
"POINT(-58.93 43.84)",1988,2011,23,"18",15845
"POINT(-72.47958 46.88236)",2016,2021,5,"2",16200
"POINT(-63.739472 45.85055)",2007,2008,1,"2",15452
"POINT(-58.635512 47.364248)",1971,1994,23,"23",11058
"POINT(-61.56738 44.19795)",1996,2016,20,"11",12487
"POINT(-65.50048 43.2532)",1970,1981,11,"12",12424
"POINT(-61.56738 44.19795)",1977,1981,4,"4",11661
"POINT(-79.85068 43.28331)",2006,2014,8,"5",13878
"POINT(-65.031944 45.616667)",1995,1996,1,"2",9938
"POINT(-77.547686 43.947746)",1992,2018,26,"27",13628
"POINT(-61.56738 44.19795)",1995,2016,21,"22",11839
"POINT(-65.50048 43.2532)",1982,1994,12,"13",12404
"POINT(-55.995809 46.034584)",1976,1980,4,"3",10301
"POINT(-56.766309 56.477534)",1977,1991,14,"8",10791
"POINT(-61.56738 44.19795)",1970,1981,11,"12",12024
"POINT(-65.50048 43.2532)",1995,2016,21,"22",12274
"POINT(-65.50048 43.2532)",1970,1981,11,"12",12336
"POINT(-61.56738 44.19795)",1970,1981,11,"12",12537
"POINT(-66.75 46.5)",1970,2014,44,"45",12674
"POINT(-77.547686 43.947746)",1992,2018,26,"27",14007
"POINT(-68.526458 40.575228)",1982,2016,34,"35",14507
"POINT(-53.766667 49.583333)",1973,2001,28,"4",14807
"POINT(-77.59299 44.01301)",2001,2015,14,"3",13857
"POINT(-64.710486 46.475972)",2004,2010,6,"2",15803
"POINT(-81.856583 42.276928)",2004,2008,4,"4",11161
"POINT(-53.864595 53.910492)",1970,1994,24,"24",10685
"POINT(-61.56738 44.19795)",1970,1981,11,"12",11552
"POINT(-74.381869 45.160229)",2000,2016,16,"5",13981
"POINT(-68.615921 41.275324)",1963,2005,42,"43",14172
"POINT(-65.50048 43.2532)",1982,1994,12,"13",12126
"POINT(-72.88129 46.69751)",2016,2021,5,"5",16216
"POINT(-73.107078 52.941847)",1970,2014,44,"45",12803
"POINT(-71.093778 40.671798)",1968,2006,38,"39",14352
"POINT(-48.319336 48.138699)",1984,1995,11,"12",14973
"POINT(-62.916667 47.416667)",1971,2012,41,"42",15040
"POINT(-72 54)",1970,2014,44,"45",12792
"POINT(-65.50048 43.2532)",1982,1994,12,"13",12204
