Species Name,Scientific Name Authorship,Kingdom,Phylum,Class,Order,Family,Genus,Species,Subspecies
Typha angustifolia Sibth. & Sm.,Sibth. & Sm.,Plantae,Tracheophyta,Liliopsida,Poales,Typhaceae,Typha,Typha angustifolia,
Sparganium americanum Nutt.,Nutt.,Plantae,Tracheophyta,Liliopsida,Poales,Typhaceae,Sparganium,Sparganium americanum,
Platanthera grandiflora (Bigelow) Lindl.,Lindl. (Bigelow),Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Platanthera,Platanthera grandiflora,
Aster umbellatus Mill.,Mill.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Doellingeria,Aster umbellatus,
Erigeron strigosus Bigel.,Bigel.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron,Erigeron strigosus,
Sparganium fluctuans (Morong) B.L. Robinson,B.L. Robinson (Morong),Plantae,Tracheophyta,Liliopsida,Poales,Typhaceae,Sparganium,Sparganium fluctuans,
Alisma plantago-aquatica L.,L.,Plantae,Tracheophyta,Liliopsida,Alismatales,Alismataceae,Alisma,Alisma plantago-aquatica,
Galium mollugo,,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Galium,Galium mollugo,
Alopecurus aequalis Sobol.,Sobol.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Alopecurus,Alopecurus aequalis,
Lemna minor Griff.,Griff.,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Lemna,Lemna minor,
Equisetum variegatum Schleich. ex Weber & Mohr,Schleich. ex Weber & Mohr,Plantae,Tracheophyta,Equisetopsida,Equisetales,Equisetaceae,Equisetum,Equisetum variegatum,
Artemisia vulgaris Burm. f.,Burm. f.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Artemisia,Artemisia vulgaris,
Ruppia maritima Griff.,Griff.,Plantae,Tracheophyta,Liliopsida,Alismatales,Ruppiaceae,Ruppia,Ruppia maritima,
Neottia cordata (L.) Rich.,Rich. (L.),Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Neottia,Neottia cordata,
Poa pratensis Pollich,Pollich,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Poa,Poa pratensis,
Frangula alnus Mill.,Mill.,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,Frangula,Frangula alnus,
Cichorium intybus L.,L.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Cichorium,Cichorium intybus,
Eupatorium maculatum L.,L.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Eupatorium,Eupatorium maculatum,
Nuphar rubrodisca Morong,Morong,Plantae,Tracheophyta,Magnoliopsida,Nymphaeales,Nymphaeaceae,Nuphar,Nuphar rubrodisca,
Potamogeton zosteriformis Fernald,Fernald,Plantae,Tracheophyta,Liliopsida,Alismatales,Potamogetonaceae,Potamogeton,Potamogeton zosteriformis,
Hydrocharis morsus-ranae L.,L.,Plantae,Tracheophyta,Liliopsida,Alismatales,Hydrocharitaceae,Hydrocharis,Hydrocharis morsus-ranae,
Crataegus irrasa Sarg.,Sarg.,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Crataegus,Crataegus irrasa,
Dryopteris carthusiana (Vill.) H. P. Fuchs,H. P. Fuchs (Vill.),Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,Dryopteris,Dryopteris carthusiana,
Bidens frondosa Buch.-Ham. ex Hook.f.,Buch.-Ham. ex Hook.f.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Bidens,Bidens frondosa,
Carex atratiformis Britton,Britton,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex atratiformis,
Phragmites communis Trin.,Trin.,,,,,,,Phragmites communis,
Salix lucida Muhl.,Muhl.,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Salix,Salix lucida,
Salix bebbiana Sarg.,Sarg.,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Salix,Salix bebbiana,
Heteranthera dubia Morong,Morong,Plantae,Tracheophyta,Liliopsida,Commelinales,Pontederiaceae,Heteranthera,Heteranthera dubia,
Agrostis perennans (Walter) Tuck.,Tuck. (Walter),Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Agrostis,Agrostis perennans,
Hamamelis virginiana L.,L.,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Hamamelidaceae,Hamamelis,Hamamelis virginiana,
Asplenium rhizophyllum Kunze,Kunze,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Aspleniaceae,Asplenium,Asplenium rhizophyllum,
Sarracenia purpurea,,Plantae,Tracheophyta,Magnoliopsida,Ericales,Sarraceniaceae,Sarracenia,Sarracenia purpurea,
Galium palustre,,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Galium,Galium palustre,
Picea mariana (P. Mill.) B.S.P.,B.S.P. (P. Mill.),,,,,,,Picea mariana,
Pinguicula vulgaris Petagn.,Petagn.,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lentibulariaceae,Pinguicula,Pinguicula vulgaris,
Botrychium lanceolatum (S. G. Gmel.) Ã…ngstr.,Ã…ngstr. (S. G. Gmel.),Plantae,Tracheophyta,Psilotopsida,Ophioglossales,Ophioglossaceae,Botrychium,Botrychium lanceolatum,
Symphyotrichum lateriflorum,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Symphyotrichum,Symphyotrichum lateriflorum,
Digitaria sanguinalis (L.) Scop.,Scop. (L.),Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Digitaria,Digitaria sanguinalis,
Mitella diphylla L.,L.,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Mitella,Mitella diphylla,
Platanthera aquilonis Sheviak,Sheviak,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Platanthera,Platanthera aquilonis,
Penthorum sedoides L.,L.,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Penthoraceae,Penthorum,Penthorum sedoides,
Asparagus officinalis (Dum) Corb.,Corb. (Dum),Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Asparagus,Asparagus officinalis,
Anthoxanthum odoratum,,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Anthoxanthum,Anthoxanthum odoratum,
Centaurea nigra,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Centaurea,Centaurea nigra,
Erigeron annuus (L.) Pers.,Pers. (L.),,,,,,,Erigeron annuus,
Nuphar microphylla (Pers.) Fern.,Fern. (Pers.),Plantae,Tracheophyta,Magnoliopsida,Nymphaeales,Nymphaeaceae,Nuphar,Nuphar microphylla,
Erigeron canadensis Brot.,Brot.,,,,,,,Erigeron canadensis,
Crataegus scabrida Sarg.,Sarg.,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Crataegus,Crataegus scabrida,
Myriophyllum sibiricum Komarov,Komarov,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Haloragaceae,Myriophyllum,Myriophyllum sibiricum,
Myriophyllum alterniflorum DC.,DC.,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Haloragaceae,Myriophyllum,Myriophyllum alterniflorum,
Typha latifolia G.Mey.,G.Mey.,Plantae,Tracheophyta,Liliopsida,Poales,Typhaceae,Typha,Typha latifolia,
Stuckenia pectinata (L.) BÃ¶rner,BÃ¶rner (L.),Plantae,Tracheophyta,Liliopsida,Alismatales,Potamogetonaceae,Stuckenia,Stuckenia pectinata,
Aster cordifolius Michx.,Michx.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Aster,Aster cordifolius,
Alisma gramineum C.C.Gmel.,C.C.Gmel.,Plantae,Tracheophyta,Liliopsida,Alismatales,Alismataceae,Alisma,Alisma gramineum,
Rhamnus frangula L.,L.,,,,,,,Rhamnus frangula,
Agrostis stolonifera Host,Host,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Agrostis,Agrostis stolonifera,
Eupatorium rugosum Houtt.,Houtt.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Ageratina,Eupatorium rugosum,
Ambrosia trifida L.,L.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Ambrosia,Ambrosia trifida,
Populus deltoides Bartram,Bartram,,,,,,,Populus deltoides,
Muhlenbergia frondosa (Poir.) Fernald,Fernald (Poir.),Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Muhlenbergia,Muhlenbergia frondosa,
Neottia convallarioides (Sw.) Rich.,Rich. (Sw.),Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Neottia,Neottia convallarioides,
Agropyron trachycaulum (Link) Malte,Malte (Link),Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Elymus,Agropyron trachycaulum,
Anthemis cotula L.,L.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Anthemis,Anthemis cotula,
Equisetum palustre L.,L.,Plantae,Tracheophyta,Equisetopsida,Equisetales,Equisetaceae,Equisetum,Equisetum palustre,
Scheuchzeria palustris L.,L.,Plantae,Tracheophyta,Liliopsida,Alismatales,Scheuchzeriaceae,Scheuchzeria,Scheuchzeria palustris,
Erodium cicutarium Lange,Lange,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Erodium,Erodium cicutarium,
Tanacetum vulgare L.,L.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Chrysanthemum,Tanacetum vulgare,
Arctium minus (Hill) Bernh.,Bernh. (Hill),Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Arctium,Arctium minus,
Aster macrophyllus L.,L.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Aster,Aster macrophyllus,
Lemna trisulca L.,L.,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Lemna,Lemna trisulca,
Tussilago farfara L.,L.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Tussilago,Tussilago farfara,
Equisetum scirpoides Michx.,Michx.,Plantae,Tracheophyta,Equisetopsida,Equisetales,Equisetaceae,Equisetum,Equisetum scirpoides,
Potamogeton robbinsii Oakes,Oakes,Plantae,Tracheophyta,Liliopsida,Alismatales,Potamogetonaceae,Potamogeton,Potamogeton robbinsii,
Populus alba L.,L.,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Populus,Populus alba,
Sedum acre L.,L.,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Sedum,Sedum acre,
Poa palustris H.Mart.,H.Mart.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Poa,Poa palustris,
Botrychium multifidum (J.F.Gmel.) Rupr.,Rupr. (J.F.Gmel.),,,,,,,Botrychium multifidum,
Hylotelephium telephium,,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Hylotelephium,Hylotelephium telephium,
Kalmia angustifolia L.,L.,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Kalmia,Kalmia angustifolia,
Botrychium simplex E. Hitchc.,E. Hitchc.,Plantae,Tracheophyta,Psilotopsida,Ophioglossales,Ophioglossaceae,Botrychium,Botrychium simplex,
Asplenium viride Huds.,Huds.,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Aspleniaceae,Asplenium,Asplenium viride,
Juncus tenuis Willd.,Willd.,Plantae,Tracheophyta,Liliopsida,Poales,Juncaceae,Juncus,Juncus tenuis,
Spirodela polyrhiza (L.) Schleid.,Schleid. (L.),Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Spirodela,Spirodela polyrhiza,
Cornus canadensis Cham. & Schltdl.,Cham. & Schltdl.,Plantae,Tracheophyta,Magnoliopsida,Cornales,Cornaceae,Cornus,Cornus canadensis,
Agrostis capillaris Boiss. & Lange ex Andersson,Boiss. & Lange ex Andersson,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Agrostis,Agrostis capillaris,
Ceratophyllum demersum Klein ex Cham.,Klein ex Cham.,Plantae,Tracheophyta,Magnoliopsida,Ceratophyllales,Ceratophyllaceae,Ceratophyllum,Ceratophyllum demersum,
Cirsium muticum Michx.,Michx.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Cirsium,Cirsium muticum,
Festuca rubra With.,With.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Festuca,Festuca rubra,
Vicia cracca Benth.,Benth.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Vicia cracca,
Potamogeton pusillus L.,L.,Plantae,Tracheophyta,Liliopsida,Alismatales,Potamogetonaceae,Potamogeton,Potamogeton pusillus,
Myriophyllum tenellum Bigel.,Bigel.,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Haloragaceae,Myriophyllum,Myriophyllum tenellum,
Sambucus pubens Michx.,Michx.,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Adoxaceae,Sambucus,Sambucus pubens,
Convallaria majalis L.,L.,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Convallaria,Convallaria majalis,
Salix rigida,,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Salix,Salix rigida,
Goodyera oblongifolia Raf.,Raf.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Goodyera,Goodyera oblongifolia,
Eupatorium perfoliatum L.,L.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Eupatorium,Eupatorium perfoliatum,
Ranunculus acris Regel,Regel,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,Ranunculus acris,
Tragopogon pratensis,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Tragopogon,Tragopogon pratensis,
Sonchus arvensis L.,L.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Sonchus,Sonchus arvensis,
Myosotis laxa Lehm.,Lehm.,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Myosotis,Myosotis laxa,
Potamogeton oakesianus J.W.Robbins ex A.Gray,J.W.Robbins ex A.Gray,Plantae,Tracheophyta,Liliopsida,Alismatales,Potamogetonaceae,Potamogeton,Potamogeton oakesianus,
Rubus Ã—pubescens Genev.,Genev.,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus pubescens,
Pyrola elliptica Nutt.,Nutt.,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Pyrola,Pyrola elliptica,
Populus grandidentata Michx.,Michx.,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Populus,Populus grandidentata,
Woodwardia virginica (L.) Sm.,Sm. (L.),Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Blechnaceae,Woodwardia,Woodwardia virginica,
Fragaria virginiana Duchesne,Duchesne,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Fragaria,Fragaria virginiana,
Calamagrostis stricta (Timm) Koeler,Koeler (Timm),Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Calamagrostis,Calamagrostis stricta,
Sanguinaria canadensis L.,L.,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Sanguinaria,Sanguinaria canadensis,
Lonicera bella Zab.,Zab.,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Lonicera,Lonicera bella,
Campanula trachelium Brot.,Brot.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Campanula,Campanula trachelium,
Lysimachia terrestris (L.) B.S.P.,B.S.P. (L.),Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Lysimachia,Lysimachia terrestris,
Diervilla lonicera P. Mill.,P. Mill.,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Diervillaceae,Diervilla,Diervilla lonicera,
Lycopus uniflorus Michx.,Michx.,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Lycopus,Lycopus uniflorus,
Myriophyllum spicatum S.G.Gmel.,S.G.Gmel.,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Haloragaceae,Myriophyllum,Myriophyllum spicatum,
Boehmeria cylindrica (L.) Sw.,Sw. (L.),Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Boehmeria,Boehmeria cylindrica,
Ribes glandulosum Grauer,Grauer,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,Ribes glandulosum,
Galeopsis tetrahit L.,L.,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Galeopsis,Galeopsis tetrahit,
Zostera marina R.Br.,R.Br.,Plantae,Tracheophyta,Liliopsida,Alismatales,Zosteraceae,Zostera,Zostera marina,
Potamogeton praelongus BrÃ©b.,BrÃ©b.,Plantae,Tracheophyta,Liliopsida,Alismatales,Potamogetonaceae,Potamogeton,Potamogeton praelongus,
Xanthium strumarium Elliott,Elliott,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Xanthium,Xanthium strumarium,
Epilobium angustifolium L.,L.,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Epilobium,Epilobium angustifolium,
Lobelia kalmii Bart.,Bart.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Lobelia,Lobelia kalmii,
Linaria vulgaris Hill,Hill,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Linaria,Linaria vulgaris,
Glyceria striata (Lam.) Hitchc.,Hitchc. (Lam.),Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Glyceria,Glyceria striata,
Stachys pilosa Nutt.,Nutt.,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Stachys,Stachys pilosa,
Drosera rotundifolia L.,L.,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Droseraceae,Drosera,Drosera rotundifolia,
Potentilla tridentata (Soland.),(Soland.),Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Sibbaldia,Potentilla tridentata,
Rhus radicans L.,L.,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Toxicodendron,Rhus radicans,
Senecio viscosus Webb,Webb,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,Senecio viscosus,
Campanula rapunculoides Pall. ex Steud.,Pall. ex Steud.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Campanula,Campanula rapunculoides,
Lycopodium dendroideum Michx.,Michx.,Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,Lycopodium,Lycopodium dendroideum,
Crataegus macrosperma Ashe,Ashe,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Crataegus,Crataegus macrosperma,
Trientalis borealis Raf.,Raf.,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Trientalis,Trientalis borealis,
Stellaria graminea Bigelow,Bigelow,,,,,,,Stellaria graminea,
Avena sativa L.,L.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Avena,Avena sativa,
Allium schoenoprasum L.,L.,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Allium,Allium schoenoprasum,
Prunus virginiana L.,L.,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,Prunus virginiana,
Linnaea borealis L.,L.,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Linnaeaceae,Linnaea,Linnaea borealis,
Scutellaria lateriflora L.,L.,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Scutellaria,Scutellaria lateriflora,
Salix eriocephala Michx.,Michx.,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Salix,Salix eriocephala,
Myrica gale L.,L.,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,Myrica,Myrica gale,
Mimulus ringens L.,L.,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Phrymaceae,Mimulus,Mimulus ringens,
Spiraea latifolia (Aiton) Borkh.,Borkh. (Aiton),Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Spiraea,Spiraea latifolia,
Carex scoparia Schkuhr,Schkuhr,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex scoparia,
Aralia nudicaulis Blume,Blume,,,,,,,Aralia nudicaulis,
Prenanthes altissima Pall.,Pall.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Prenanthes,Prenanthes altissima,
Prunus pensylvanica L. fil.,L. fil.,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,Prunus pensylvanica,
Gymnocarpium dryopteris (L.) Newm.,Newm. (L.),Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Cystopteridaceae,Gymnocarpium,Gymnocarpium dryopteris,
Lycopodiella inundata (L.) J. Holub,J. Holub (L.),Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,Lycopodiella,Lycopodiella inundata,
Diphasiastrum complanatum (L.) Holub,Holub (L.),Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,Diphasiastrum,Diphasiastrum complanatum,
Carex crawfordii Fernald,Fernald,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex crawfordii,
Carex intumescens Rudge,Rudge,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex intumescens,
Crataegus holmesiana Ashe,Ashe,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Crataegus,Crataegus holmesiana,
Rhus typhina L.,L.,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Rhus,Rhus typhina,
Dryopteris boottii (Tuckerm.) Underw.,Underw. (Tuckerm.),Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,Dryopteris,Dryopteris boottii,
Corydalis sempervirens (L.) Pers.,Pers. (L.),,,,,,,Corydalis sempervirens,
Caltha palustris L.,L.,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Caltha,Caltha palustris,
Equisetum litorale Kuehlew.,Kuehlew.,,,,,,,Equisetum litorale,
Juncus nodosus Schreb. ex Schult.f.,Schreb. ex Schult.f.,Plantae,Tracheophyta,Liliopsida,Poales,Juncaceae,Juncus,Juncus nodosus,
Prunella vulgaris Greene,Greene,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Prunella,Prunella vulgaris,
Lilium lancifolium Hort.Bouch. ex Kunth,Hort.Bouch. ex Kunth,Plantae,Tracheophyta,Liliopsida,Liliales,Liliaceae,Lilium,Lilium lancifolium,
Taraxacum officinale Weber,Weber,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Taraxacum,Taraxacum officinale,
Campanula rotundifolia Pall. ex A.DC.,Pall. ex A.DC.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Campanula,Campanula rotundifolia,
Vaccinium vitis-idaea L.,L.,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Vaccinium,Vaccinium vitis-idaea,
Betula papyrifera Marshall,Marshall,Plantae,Tracheophyta,Magnoliopsida,Fagales,Betulaceae,Betula,Betula papyrifera,
Aster ciliolatus Lindl.,Lindl.,,,,,,,Aster ciliolatus,
Woodsia glabella R. Br.,R. Br.,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Woodsiaceae,Woodsia,Woodsia glabella,
Acer rubrum P.Watson,P.Watson,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,
Quercus rubra Rugel ex A.DC.,Rugel ex A.DC.,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus rubra,
Actaea rubra Bigelow,Bigelow,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Actaea,Actaea rubra,
Botrychium lunaria (L.) Sw.,Sw. (L.),Plantae,Tracheophyta,Psilotopsida,Ophioglossales,Ophioglossaceae,Botrychium,Botrychium lunaria,
Scirpus atrocinctus Fernald,Fernald,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Scirpus,Scirpus atrocinctus,
Zannichellia palustris L.,L.,Plantae,Tracheophyta,Liliopsida,Alismatales,Potamogetonaceae,Zannichellia,Zannichellia palustris,
Monotropa uniflora L.,L.,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Monotropa,Monotropa uniflora,
Hieracium pilosella L.,L.,,,,,,,Orobanche uniflora,
Orobanche uniflora L.,L.,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,Orobanche,Orobanche uniflora,
Calypso bulbosa (L.) Oakes,Oakes (L.),Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Calypso,Calypso bulbosa,
Tiarella cordifolia L.,L.,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Tiarella,Tiarella cordifolia,
Erysimum cheiranthoides Crantz,Crantz,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Erysimum,Erysimum cheiranthoides,
Carex flava Boiss.,Boiss.,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex flava,
Cicuta maculata Hook. & Arn.,Hook. & Arn.,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Cicuta,Cicuta maculata,
Alopecurus pratensis Trin.,Trin.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Alopecurus,Alopecurus pratensis,
Lonicera canadensis Muhl. ex Roem. & Schult.,Muhl. ex Roem. & Schult.,,,,,,,Lonicera canadensis,
Botrychium dissectum Spreng.,Spreng.,Plantae,Tracheophyta,Psilotopsida,Ophioglossales,Ophioglossaceae,Botrychium,Botrychium dissectum,
Diplazium pycnocarpon (Spreng.) M. Broun,M. Broun (Spreng.),Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Diplaziopsidaceae,Homalosorus,Diplazium pycnocarpon,
Juncus brevicaudatus (Engelm.) Fernald,Fernald (Engelm.),Plantae,Tracheophyta,Liliopsida,Poales,Juncaceae,Juncus,Juncus brevicaudatus,
Juncus dudleyi Wiegand,Wiegand,Plantae,Tracheophyta,Liliopsida,Poales,Juncaceae,Juncus,Juncus dudleyi,
Carex utriculata Boott,Boott,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex utriculata,
Ledum groenlandicum Oeder,Oeder,,,,,,,Ledum groenlandicum,
Galium asprellum Michx.,Michx.,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Galium,Galium asprellum,
Rosa blanda Aiton,Aiton,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosa,Rosa blanda,
