Species Name,Scientific Name Authorship,Kingdom,Phylum,Class,Order,Family,Genus,Species,Subspecies
Diphasiastrum alpinum (L.) J. Holub,J. Holub (L.),Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,Diphasiastrum,Diphasiastrum alpinum,
Lycopodium complanatum L.,L.,Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,Diphasiastrum,Lycopodium complanatum,
Huperzia appalachiana Beitel & Mickel,Beitel & Mickel,Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,Huperzia,Huperzia appalachiana,
Luzula acuminata Raf.,Raf.,Plantae,Tracheophyta,Liliopsida,Poales,Juncaceae,Luzula,Luzula acuminata,
Juncus vaseyi Engelm.,Engelm.,Plantae,Tracheophyta,Liliopsida,Poales,Juncaceae,Juncus,Juncus vaseyi,
Juncus effusus L.,L.,Plantae,Tracheophyta,Liliopsida,Poales,Juncaceae,Juncus,Juncus effusus,
Juncus longistylis Torr.,Torr.,Plantae,Tracheophyta,Liliopsida,Poales,Juncaceae,Juncus,Juncus longistylis,
Juncus trifidus,,Plantae,Tracheophyta,Liliopsida,Poales,Juncaceae,Juncus,Juncus trifidus,
Juncus alpinus Vill.,Vill.,,,,,,,Juncus alpinus,
Zizania palustris L.,L.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Zizania,Zizania palustris,
Danthonia intermedia Vasey,Vasey,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Danthonia,Danthonia intermedia,
Hierochloe odorata (L.) P.Beauv.,P.Beauv. (L.),Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Hierochloe,Hierochloe odorata,
Sphenopholis obtusata (Michx.) Scribn.,Scribn. (Michx.),Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Sphenopholis,Sphenopholis obtusata,
Muhlenbergia uniflora (Muhl.) Fernald,Fernald (Muhl.),Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Muhlenbergia,Muhlenbergia uniflora,
Muhlenbergia glomerata (Willd.) Trin.,Trin. (Willd.),Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Muhlenbergia,Muhlenbergia glomerata,
Poa gaspensis Fernald,Fernald,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Poa,Poa gaspensis,
Sorghastrum nutans (L.) Nash,Nash (L.),Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Sorghastrum,Sorghastrum nutans,
Torreyochloa pallida (Torr.) Church,Church (Torr.),Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Torreyochloa,Torreyochloa pallida,
Puccinellia macra Fernald & Weath.,Fernald & Weath.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Puccinellia,Puccinellia macra,
Puccinellia nutkaensis (J.Presl) Fernald & Weath.,Fernald & Weath. (J.Presl),Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Puccinellia,Puccinellia nutkaensis,
Puccinellia pumila (Macoun ex Vasey) Hitchc.,Hitchc. (Macoun ex Vasey),Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Puccinellia,Puccinellia pumila,
Cinna arundinacea L.,L.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Cinna,Cinna arundinacea,
Festuca heteromalla Pourr.,Pourr.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Festuca,Festuca heteromalla,
Panicum philadelphicum Bernh. ex Trin.,Bernh. ex Trin.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum philadelphicum,
Glyceria maxima (Hartm.) Holmb.,Holmb. (Hartm.),Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Glyceria,Glyceria maxima,
Glyceria fluitans (L.) R.Br.,R.Br. (L.),Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Glyceria,Glyceria fluitans,
Deschampsia atropurpurea (Wahlenb.) Scheele,Scheele (Wahlenb.),Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Deschampsia,Deschampsia atropurpurea,
Agropyron smithii Rydb.,Rydb.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Elymus,Agropyron smithii,
Miscanthus sacchariflorus (Maxim.) Hack.,Hack. (Maxim.),Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Miscanthus,Miscanthus sacchariflorus,
Holcus lanatus L.,L.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Holcus,Holcus lanatus,
Arctagrostis latifolia (R.Br.) Griseb.,Griseb. (R.Br.),Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Arctagrostis,Arctagrostis latifolia,
Leymus mollis (Trin.) Pilg.,Pilg. (Trin.),Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Leymus,Leymus mollis,
Agrostis schweinitzii Trin.,Trin.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Agrostis,Agrostis schweinitzii,
Triticum repens Hegetschw.,Hegetschw.,,,,,,,Triticum repens ,
Fimbristylis autumnalis (Willd.) Roem. & Schult.,Roem. & Schult. (Willd.),Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Fimbristylis,Fimbristylis autumnalis,
Cladium mariscoides (Muhl.) Torr.,Torr. (Muhl.),Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Cladium,Cladium mariscoides,
Scirpus rufus (Huds.) Schrad.,Schrad. (Huds.),Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Blysmus,Scirpus rufus,
Blysmopsis rufa (Huds.) Oteng-Yeb.,Oteng-Yeb. (Huds.),Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Blysmus,Blysmopsis rufa,
Schoenoplectus torreyi (Olney) Palla,Palla (Olney),Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Schoenoplectus,Schoenoplectus torreyi,
Schoenoplectus acutus (Muhl.) Ã.LÃ¶ve & D.LÃ¶ve,Ã.LÃ¶ve & D.LÃ¶ve (Muhl.),Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Schoenoplectus,Schoenoplectus acutus,
Eleocharis palustris (L.) Roem. & Schult.,Roem. & Schult. (L.),Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Eleocharis,Eleocharis palustris,
Eleocharis elliptica Kunth,Kunth,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Eleocharis,Eleocharis elliptica,
Eleocharis pauciflora (Lightf.) Link,Link (Lightf.),,,,,,,Eleocharis pauciflora,
Eleocharis fernaldii (Svenson) Ã.LÃ¶ve,Ã.LÃ¶ve (Svenson),,,,,,,Eleocharis fernaldii,
Scirpus fluviatilis (Torr.) A.Gray,A.Gray (Torr.),Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Bolboschoenus,Scirpus fluviatilis,
Scirpus pendulus Muhl.,Muhl.,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Scirpus,Scirpus pendulus,
Rhynchospora capitellata (Michx.) Vahl,Vahl (Michx.),Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Rhynchospora,Rhynchospora capitellata,
Carex comosa Boott,Boott,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex comosa,
Carex hirtifolia Mack.,Mack.,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex hirtifolia,
Carex albursina E.Sheld.,E.Sheld.,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex albursina,
Carex buxbaumii Wahlenb.,Wahlenb.,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex buxbaumii,
Carex cephalophora Muhl. ex Willd.,Muhl. ex Willd.,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex cephalophora,
Carex pensylvanica Lam.,Lam.,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex pensylvanica,
Carex norvegica Retz.,Retz.,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex norvegica,
Carex williamsii Britton,Britton,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex williamsii,
Carex lepidocarpa Tausch,Tausch,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex lepidocarpa,
Carex demissa Hornem.,Hornem.,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex demissa,
Carex novae-angliae Schwein.,Schwein.,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex novae-angliae,
Carex stipata Muhl. ex Willd.,Muhl. ex Willd.,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex stipata,
Carex setacea Dewey,Dewey,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex setacea,
Carex saltuensis L.H.Bailey,L.H.Bailey,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex saltuensis,
Carex typhina Michx.,Michx.,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex typhina,
Carex convoluta Mack.,Mack.,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex convoluta,
Carex connectens Holmb.,Holmb.,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex connectens,
Carex miliaris Michx.,Michx.,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex miliaris,
Carex haydenii Dewey,Dewey,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex haydenii,
Carex squarrosa L.,L.,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex squarrosa,
Carex stylosa C.A.Mey.,C.A.Mey.,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex stylosa,
Carex hormathodes Fernald,Fernald,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex hormathodes,
Trillium erectum L.,L.,Plantae,Tracheophyta,Liliopsida,Liliales,Melanthiaceae,Trillium,Trillium erectum,
Trillium ovatum Pursh,Pursh,Plantae,Tracheophyta,Liliopsida,Liliales,Melanthiaceae,Trillium,Trillium ovatum,
Lilium hansonii Leichtlin ex D.D.T.Moore,Leichtlin ex D.D.T.Moore,Plantae,Tracheophyta,Liliopsida,Liliales,Liliaceae,Lilium,Lilium hansonii,
Tradescantia virginiana L.,L.,Plantae,Tracheophyta,Liliopsida,Commelinales,Commelinaceae,Tradescantia,Tradescantia virginiana,
Camassia quamash (Pursh) Greene,Greene (Pursh),Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Camassia,Camassia quamash,
Camassia scilloides (Raf.) Cory,Cory (Raf.),Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Camassia,Camassia scilloides,
Maianthemum amplexicaule (Nutt.) W.A.Weber,W.A.Weber (Nutt.),,,,,,,Maianthemum amplexicaule,
Hosta ventricosa Stearn,Stearn,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Hosta,Hosta ventricosa,
Hosta plantaginea (Lam.) Asch.,Asch. (Lam.),Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Hosta,Hosta plantaginea,
Muscari neglectum Guss. ex Ten.,Guss. ex Ten.,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Muscari,Muscari neglectum,
Scilla non-scripta (L.) Hoffmanns. & Link,Hoffmanns. & Link (L.),Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Hyacinthoides,Scilla non-scripta,
Corallorhiza multiflora Nutt.,Nutt.,,,,,,,Corallorhiza multiflora,
Orchis hyperborea L.,L.,,,,,,,Orchis hyperborea,
Orchis blephariglottis Willd.,Willd.,,,,,,,Orchis blephariglottis,
Orchis obtusata Banks ex Pursh,Banks ex Pursh,,,,,,,Orchis obtusata,
Spiranthes gracilis (Bigelow) L.C.Beck,L.C.Beck (Bigelow),Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Spiranthes,Spiranthes gracilis,
Orchis viridis (L.) Crantz,Crantz (L.),Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Dactylorhiza,Orchis viridis,
Neottia bifolia (Raf.) Baumbach,Baumbach (Raf.),Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Neottia,Neottia bifolia,
Neottia veltmanii (Case) Baumbach,Baumbach (Case),Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Neottia,Neottia veltmanii,
Neottia borealis (Morong) Szlach.,Szlach. (Morong),Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Neottia,Neottia borealis,
Cypripedium spectabile Salisb.,Salisb.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Cypripedium,Cypripedium spectabile,
Cypripedium pubescens Willd.,Willd.,,,,,,,Cypripedium pubescens,
Orchis spectabilis L.,L.,,,,,,,Orchis spectabilis,
Allium cepa L.,L.,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Allium,Allium cepa,
Philotria canadensis (Michx.) Britton,Britton (Michx.),Plantae,Tracheophyta,Liliopsida,Alismatales,Hydrocharitaceae,Elodea,Philotria canadensis,
Corylus cornuta Marshall,Marshall,Plantae,Tracheophyta,Magnoliopsida,Fagales,Betulaceae,Corylus,Corylus cornuta,
Vaccinium pallidum Ait.,Ait.,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Vaccinium,Vaccinium pallidum,
Oxycoccus quadripetalus Gilib.,Gilib.,,,,,,,Oxycoccus quadripetalus,
Rhodora canadensis L.,L.,,,,,,,Rhodora canadensis,
Rhododendron lapponicum (L.) Wahlenb.,Wahlenb. (L.),Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Rhododendron,Rhododendron lapponicum,
Pyrola asarifolia Michx.,Michx.,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Pyrola,Pyrola asarifolia,
Papaver somniferum L.,L.,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Papaver,Papaver somniferum,
Papaver radicatum Rottb.,Rottb.,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Papaver,Papaver radicatum,
Triosteum aurantiacum E. P. Bickn.,E. P. Bickn.,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Triosteum,Triosteum aurantiacum,
Sambucus ebulus L.,L.,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Adoxaceae,Sambucus,Sambucus ebulus,
Rumex orbiculatus A. Gray,A. Gray,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Rumex,Rumex orbiculatus,
Rumex fueginus R. Phil.,R. Phil.,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Rumex,Rumex fueginus,
Reynoutria japonica Houtt.,Houtt.,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,Reynoutria japonica,
Persicaria virginiana (L.) Gaertner,Gaertner (L.),Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Persicaria,Persicaria virginiana,
Fagopyrum sagittatum Gilib.,Gilib.,,,,,,,Fagopyrum sagittatum,
Comandra umbellata (L.) Nutt.,Nutt. (L.),Plantae,Tracheophyta,Magnoliopsida,Santalales,Santalaceae,Comandra,Comandra umbellata,
Geranium carolinianum L.,L.,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Geranium,Geranium carolinianum,
Geranium aequale (Bab.) Aedo,Aedo (Bab.),Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Geranium,Geranium aequale,
Oxalis europaea Jordan,Jordan,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Oxalidaceae,Oxalis,Oxalis europaea,
Impatiens balfourii Hook. fil.,Hook. fil.,Plantae,Tracheophyta,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,Impatiens balfourii,
Galium obtusum Bigelow,Bigelow,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Galium,Galium obtusum,
Galium circaezans Michx.,Michx.,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Galium,Galium circaezans,
Hackelia deflexa (Wahlenberg) Opiz,Opiz (Wahlenberg),Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Hackelia,Hackelia deflexa,
Satureja hortensis L.,L.,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Satureja,Satureja hortensis,
Clinopodium vulgare L.,L.,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Clinopodium,Clinopodium vulgare,
Ajuga reptans L.,L.,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Ajuga,Ajuga reptans,
Mentha viridis (L.) L.,L. (L.),,,,,,,Mentha viridis,
Dracocephalum parviflorum Nutt.,Nutt.,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Dracocephalum,Dracocephalum parviflorum,
Stachys tenuifolia Willd.,Willd.,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Stachys,Stachys tenuifolia,
Stachys germanica L.,L.,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Stachys,Stachys germanica,
Cuscuta pentagona Engelm.,Engelm.,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Cuscuta,Cuscuta pentagona,
Cuscuta cephalanthi Engelm.,Engelm.,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Cuscuta,Cuscuta cephalanthi,
Cuscuta polygonorum Engelm.,Engelm.,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Cuscuta,Cuscuta polygonorum,
Phlox subulata L.,L.,Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,Phlox,Phlox subulata,
Phlox maculata L.,L.,Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,Phlox,Phlox maculata,
Hydrophyllum canadense L.,L.,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Hydrophyllum,Hydrophyllum canadense,
Calystegia spithamaea (Linnaeus) Pursh,Pursh (Linnaeus),Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Calystegia,Calystegia spithamaea,
Nicotiana tabacum L.,L.,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Nicotiana,Nicotiana tabacum,
Chamaesaracha grandiflora (Hook.) Fern.,Fern. (Hook.),,,,,,,Chamaesaracha grandiflora,
Podostemum ceratophyllum Michx.,Michx.,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Podostemaceae,Podostemum,Podostemum ceratophyllum,
Phaca astragalina DC.,DC.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Astragalus,Phaca astragalina,
Hedysarum alpinum L.,L.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Hedysarum,Hedysarum alpinum,
Lespedeza capitata Michx.,Michx.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lespedeza,Lespedeza capitata,
Medicago falcata L.,L.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Medicago,Medicago falcata,
Desmodium acuminatum (Michx.) DC.,DC. (Michx.),,,,,,,Desmodium acuminatum,
Desmodium nudiflorum (L.) DC.,DC. (L.),Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Desmodium,Desmodium nudiflorum,
Vicia hirsuta (L.) Gray,Gray (L.),Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Vicia hirsuta,
Hydrangea arborescens L.,L.,Plantae,Tracheophyta,Magnoliopsida,Cornales,Hydrangeaceae,Hydrangea,Hydrangea arborescens,
Rubus Ã—licens L.H. Bailey,L.H. Bailey,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus licens,
Rubus lepagei L. H. Bailey,L. H. Bailey,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus lepagei,
Rubus recurvans Blanchard,Blanchard,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus recurvans,
Rosa williamsii Fern.,Fern.,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosa,Rosa williamsii,
Sorbaria sorbifolia (L.) A. Braun,A. Braun (L.),Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Sorbaria,Sorbaria sorbifolia,
Crataegus calpodendron (Ehrh.) Medik.,Medik. (Ehrh.),Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Crataegus,Crataegus calpodendron,
Crataegus brainerdii Sarg.,Sarg.,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Crataegus,Crataegus brainerdii,
Crataegus crudelis Sargent,Sargent,,,,,,,Crataegus crudelis,
Crataegus suborbiculata Sarg.,Sarg.,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Crataegus,Crataegus suborbiculata,
Sibbaldiopsis tridentata (Aiton) Rydb.,Rydb. (Aiton),Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Sibbaldia,Sibbaldiopsis tridentata,
Alchemilla subcrenata Buser,Buser,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Alchemilla,Alchemilla subcrenata,
Saxifraga oppositifolia,,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Saxifraga,Saxifraga oppositifolia,
Thalictrum alpinum L.,L.,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Thalictrum,Thalictrum alpinum,
Ranunculus allenii Robinson,Robinson,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,Ranunculus allenii,
Ranunculus trichophyllus Chaix,Chaix,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,Ranunculus trichophyllus,
Ranunculus flabellaris Raf.,Raf.,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,Ranunculus flabellaris,
Clematis occidentalis (Hornem.) DC.,DC. (Hornem.),Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Clematis,Clematis occidentalis,
Aconitum bicolor Schult.,Schult.,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Aconitum,Aconitum bicolor,
Osmorhiza depauperata Phil.,Phil.,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Osmorhiza,Osmorhiza depauperata,
Osmorhiza obtusa (Coult. & Rose) Fern.,Fern. (Coult. & Rose),,,,,,,Osmorhiza obtusa,
Sanicula odorata (Raf.) K.M. Pryer & L.R. Phillippe,K.M. Pryer & L.R. Phillippe (Raf.),Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Sanicula,Sanicula odorata,
Sanicula trifoliata Bicknell,Bicknell,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Sanicula,Sanicula trifoliata,
Populus nigra L.,L.,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Populus,Populus nigra,
Populus bernardii Boivin,Boivin,,,,,,,Populus bernardii,
Populus dutillyi Lepage,Lepage,,,,,,,Populus dutillyi,
Populus tremula L.,L.,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Populus,Populus tremula,
Armoracia lapathifolia Gilib.,Gilib.,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Armoracia,Armoracia lapathifolia,
Brassica napus L.,L.,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Brassica,Brassica napus,
Brassica oleracea L.,L.,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Brassica,Brassica oleracea,
Boechera retrofracta,,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Boechera,Boechera retrofracta,
Boechera divaricarpa,,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Boechera,Boechera divaricarpa,
Descurainia pinnata (Walter) Britton,Britton (Walter),Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Descurainia,Descurainia pinnata,
Sisymbrium parviflorum Lam.,Lam.,,,,,,,Sisymbrium parviflorum,
Cardamine maxima (Nutt.) A.W. Wood,A.W. Wood (Nutt.),Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Cardamine,Cardamine maxima,
Draba lanceolata Royle,Royle,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Draba,Draba lanceolata,
Euphorbia serpyllifolia Pers.,Pers.,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia serpyllifolia,
Euphorbia marginata Pursh,Pursh,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia marginata,
Euphorbia peplus L.,L.,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia peplus,
Cornus suecica L.,L.,Plantae,Tracheophyta,Magnoliopsida,Cornales,Cornaceae,Cornus,Cornus suecica,
Cornus unalaschkensis Ledeb.,Ledeb.,Plantae,Tracheophyta,Magnoliopsida,Cornales,Cornaceae,Cornus,Cornus unalaschkensis,
Cornus obliqua Raf.,Raf.,Plantae,Tracheophyta,Magnoliopsida,Cornales,Cornaceae,Cornus,Cornus obliqua,
Limonium carolinianum (Walt.) Britt.,Britt. (Walt.),Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Limonium,Limonium carolinianum,
Limonium trichogonum Blake,Blake,,,,,,,Limonium trichogonum ,
Suaeda calceoliformis (Hook.) Moq.,Moq. (Hook.),,,,,,,Suaeda calceoliformis,
Atriplex subspicata (Nutt.) Rydb.,Rydb. (Nutt.),Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Atriplex,Atriplex subspicata,
Chenopodium murale L.,L.,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Chenopodium,Chenopodium murale,
Chenopodium simplex (Torr.) Raf.,Raf. (Torr.),Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Chenopodiastrum,Chenopodium simplex,
Atriplex dioica Raf.,Raf.,,,,,,,Atriplex dioica,
Myosoton aquaticum (L.) Moench,Moench (L.),Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Myosoton,Myosoton aquaticum,
Vaccaria hispanica (Miller) Rauschert,Rauschert (Miller),Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Vaccaria,Vaccaria hispanica,
Moehringia macrophylla (Hook.) Fenzl,Fenzl (Hook.),Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Moehringia,Moehringia macrophylla,
Lychnis alpina L.,L.,,,,,,,Lychnis alpina,
Chrysanthemum uliginosum (Waldst. & Kit. ex Willd.) Pers.,Pers. (Waldst. & Kit. ex Willd.),Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Leucanthemella,Chrysanthemum uliginosum,
Centaurea cyanus L.,L.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Cyanus,Centaurea cyanus,
Nabalus altissimus (L.) Hook.,Hook. (L.),Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Nabalus,Nabalus altissimus,
