Species Name,Scientific Name Authorship,Kingdom,Phylum,Class,Order,Family,Genus,Species,Subspecies
"Brachythecium velutinum W. P. Schimper in B.S.G., 1853","W. P. Schimper in B.S.G., 1853",Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Brachythecium,Brachythecium velutinum,
"Pseudoleskeella catenulata Kindberg, 1897","Kindberg, 1897",Plantae,Bryophyta,Bryopsida,Hypnales,Leskeaceae,Pseudoleskeella,Pseudoleskeella catenulata,
"Leskea gracilescens Hedwig, 1801","Hedwig, 1801",Plantae,Bryophyta,Bryopsida,Hypnales,Leskeaceae,Leskea,Leskea gracilescens,
"Anacamptodon splachnoides Bridel, 1819","Bridel, 1819",Plantae,Bryophyta,Bryopsida,Hypnales,Fabroniaceae,Anacamptodon,Anacamptodon splachnoides,
"Hygrohypnum montanum Brotherus, 1908","Brotherus, 1908",Plantae,Bryophyta,Bryopsida,Hypnales,Amblystegiaceae,Hygrohypnum,Hygrohypnum montanum,
Conardia compacta,,Plantae,Bryophyta,Bryopsida,Hypnales,Amblystegiaceae,Conardia,Conardia compacta,
"Hypnum imponens Hedwig, 1801","Hedwig, 1801",Plantae,Bryophyta,Bryopsida,Hypnales,Hypnaceae,Hypnum,Hypnum imponens,
"Hypnum plicatulum Jaeger, 1880","Jaeger, 1880",Plantae,Bryophyta,Bryopsida,Hypnales,Hypnaceae,Hypnum,Hypnum plicatulum,
"Pylaisia selwynii Kindberg, 1889","Kindberg, 1889",Plantae,Bryophyta,Bryopsida,Hypnales,Hypnaceae,Pylaisia,Pylaisia selwynii,
"Pogonatum pensilvanicum Palisot de Beauvois, 1823","Palisot de Beauvois, 1823",Plantae,Bryophyta,Bryopsida,Polytrichales,Polytrichaceae,Pogonatum,Pogonatum pensilvanicum,
Athalamia hyalina (Sommerf.) S.Hatt.,S.Hatt. (Sommerf.),Plantae,Marchantiophyta,Marchantiopsida,Marchantiales,Cleveaceae,Athalamia,Athalamia hyalina,
Schistochilopsis incisa (Schrad.) Konstant.,Konstant. (Schrad.),Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Scapaniaceae,Schistochilopsis,Schistochilopsis incisa,
Jungermannia atrovirens Dumort.,Dumort.,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Jungermanniaceae,Jungermannia,Jungermannia atrovirens,
Jungermannia polaris Lindb.,Lindb.,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Jungermanniaceae,Jungermannia,Jungermannia polaris,
Chiloscyphus coadunatus (Sw.) R.M.Schust. & J.J.Engel,R.M.Schust. & J.J.Engel (Sw.),Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Lophocoleaceae,Chiloscyphus,Chiloscyphus coadunatus,
Arnellia fennica (Gottsche & Rabenh.) Lindb.,Lindb. (Gottsche & Rabenh.),Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Arnelliaceae,Arnellia,Arnellia fennica,
Riccardia multifida (L.) Gray,Gray (L.),Plantae,Marchantiophyta,Jungermanniopsida,Metzgeriales,Aneuraceae,Riccardia,Riccardia multifida,
Lophocolea heterophylla (Schrad.) Dumort.,Dumort. (Schrad.),Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Geocalycaceae,Lophocolea,Lophocolea heterophylla,
Harpanthus drummondii (Taylor) Grolle,Grolle (Taylor),Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Geocalycaceae,Harpanthus,Harpanthus drummondii,
Harpanthus scutatus (Web. & Mohr) Spruce,Spruce (Web. & Mohr),Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Geocalycaceae,Harpanthus,Harpanthus scutatus,
Frullania selwyniana Pearson,Pearson,Plantae,Marchantiophyta,Jungermanniopsida,Porellales,Frullaniaceae,Frullania,Frullania selwyniana,
Marsupella brevissima (Dum.) Grolle,Grolle (Dum.),Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Gymnomitriaceae,Marsupella,Marsupella brevissima,
Scapania brevicaulis Taylor,Taylor,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Scapaniaceae,Scapania,Scapania brevicaulis,
Scapania crassiretis Bryhn,Bryhn,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Scapaniaceae,Scapania,Scapania crassiretis,
Lophozia gillmanii (Austin) R.M. Schust.,R.M. Schust. (Austin),Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Scapaniaceae,Lophozia,Lophozia gillmanii,
Jungermannia leiantha Grolle,Grolle,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Jungermanniaceae,Jungermannia,Jungermannia leiantha,
Nardia insecta Lindb.,Lindb.,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Solenostomataceae,Nardia,Nardia insecta,
Pylaisiella intricata (Hedw.) Grout,Grout (Hedw.),Plantae,Bryophyta,Bryopsida,Hypnales,Hypnaceae,Platygyrium,Pylaisiella intricata,
Isopterygium distichaceum (Mitt.) A. Jaeger,A. Jaeger (Mitt.),Plantae,Bryophyta,Bryopsida,Hypnales,Hypnaceae,Isopterygium,Isopterygium distichaceum,
Hygroamblystegium varium,,Plantae,Bryophyta,Bryopsida,Hypnales,Amblystegiaceae,Hygroamblystegium,Hygroamblystegium varium,
Amblystegium tenax (Hedw.) C.E.O. Jensen,C.E.O. Jensen (Hedw.),Plantae,Bryophyta,Bryopsida,Hypnales,Amblystegiaceae,Hygroamblystegium,Amblystegium tenax,
Campylium protensum (Brid.) Kindb.,Kindb. (Brid.),Plantae,Bryophyta,Bryopsida,Hypnales,Amblystegiaceae,Campylium,Campylium protensum,
Polytrichum alpinum Hedw.,Hedw.,Plantae,Bryophyta,Bryopsida,Polytrichales,Polytrichaceae,Polytrichastrum,Polytrichum alpinum,
Polytrichum pallidisetum Funck,Funck,Plantae,Bryophyta,Bryopsida,Polytrichales,Polytrichaceae,Polytrichastrum,Polytrichum pallidisetum,
Bryum lapponicum (Hedw.) Dicks.,Dicks. (Hedw.),Plantae,Bryophyta,Bryopsida,Bryales,Bryaceae,Bryum,Bryum lapponicum,
Oxystegus tenuirostris (Hook. & Taylor) A.J.E.Sm.,A.J.E.Sm. (Hook. & Taylor),Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Oxystegus,Oxystegus tenuirostris,
"Calliergonella cuspidata Loeske, 1911","Loeske, 1911",Plantae,Bryophyta,Bryopsida,Hypnales,Amblystegiaceae,Calliergonella,Calliergonella cuspidata,
"Didymodon tophaceus Lisa, 1837","Lisa, 1837",Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Didymodon,Didymodon tophaceus,
"Weissia controversa Hedwig, 1801","Hedwig, 1801",Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Weissia,Weissia controversa,
"Grimmia trichophylla Greville, 1824","Greville, 1824",Plantae,Bryophyta,Bryopsida,Grimmiales,Grimmiaceae,Grimmia,Grimmia trichophylla,
"Grimmia mollis Bruch & W. P. Schimper in B.S.G., 1849","Bruch & W. P. Schimper in B.S.G., 1849",Plantae,Bryophyta,Bryopsida,Grimmiales,Grimmiaceae,Grimmia,Grimmia mollis,
"Meesia hexasticha Bruch, 1826","Bruch, 1826",Plantae,Bryophyta,Bryopsida,Bryales,Meesiaceae,Meesia,Meesia hexasticha,
"Meesia longiseta Hedwig, 1801","Hedwig, 1801",Plantae,Bryophyta,Bryopsida,Bryales,Meesiaceae,Meesia,Meesia longiseta,
"Pohlia ludwigii Brotherus, 1892","Brotherus, 1892",Plantae,Bryophyta,Bryopsida,Bryales,Bryaceae,Pohlia,Pohlia ludwigii,
"Pohlia drummondii Andrews in Grout, 1935","Andrews in Grout, 1935",Plantae,Bryophyta,Bryopsida,Bryales,Bryaceae,Pohlia,Pohlia drummondii,
"Pohlia annotina Lindberg, 1879","Lindberg, 1879",Plantae,Bryophyta,Bryopsida,Bryales,Bryaceae,Pohlia,Pohlia annotina,
"Fissidens zollingeri Montagne, 1845","Montagne, 1845",Plantae,Bryophyta,Bryopsida,Fissidentales,Fissidentaceae,Fissidens,Fissidens zollingeri,
"Fissidens flaccidus Mitten, 1860","Mitten, 1860",Plantae,Bryophyta,Bryopsida,Fissidentales,Fissidentaceae,Fissidens,Fissidens flaccidus,
"Anomodon rugelii Keissler, 1900","Keissler, 1900",Plantae,Bryophyta,Bryopsida,Hypnales,Thuidiaceae,Anomodon,Anomodon rugelii,
"Orthothecium intricatum W. P. Schimper in B.S.G., 1851","W. P. Schimper in B.S.G., 1851",Plantae,Bryophyta,Bryopsida,Hypnales,Hypnaceae,Orthothecium,Orthothecium intricatum,
"Andreaea blyttii W. P. Schimper in B.S.G., 1855","W. P. Schimper in B.S.G., 1855",Plantae,Bryophyta,Andreaeopsida,Andreaeales,Andreaeaceae,Andreaea,Andreaea blyttii,
Metzgeria conjugata Lindb.,Lindb.,Plantae,Marchantiophyta,Jungermanniopsida,Metzgeriales,Metzgeriaceae,Metzgeria,Metzgeria conjugata,
Dicranella grevilleana (Brid.) Schimp.,Schimp. (Brid.),Plantae,Bryophyta,Bryopsida,Dicranales,Dicranaceae,Dicranella,Dicranella grevilleana,
Grimmia tenerrima Renauld & Cardot,Renauld & Cardot,Plantae,Bryophyta,Bryopsida,Grimmiales,Grimmiaceae,Grimmia,Grimmia tenerrima,
Mnium punctatum Hedw.,Hedw.,,,,,,,Mnium punctatum,
Barbula reflexa (Brid.) Brid.,Brid. (Brid.),,,,,,,Barbula reflexa,
Acaulon rufescens A. Jaeger,A. Jaeger,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Acaulon,Acaulon rufescens,
Desmatodon heimii (Hedw.) Mitt.,Mitt. (Hedw.),Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Pottia,Desmatodon heimii,
Ptychostomum cyclophyllum (SchwÃ¤gr.) J.R. Spence,J.R. Spence (SchwÃ¤gr.),,,,,,,Ptychostomum cyclophyllum,
Gymnomitrion obtusum (Lindb.) Pearson,Pearson (Lindb.),Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Gymnomitriaceae,Gymnomitrion,Gymnomitrion obtusum,
Riccia rhenana Lorb. ex K. MÃ¼ller,Lorb. ex K. MÃ¼ller,Plantae,Marchantiophyta,Marchantiopsida,Marchantiales,Ricciaceae,Riccia,Riccia rhenana,
Ptychostomum wrightii (Sull.) J.R.Spence & H.P.Ramsay,J.R.Spence & H.P.Ramsay (Sull.),Plantae,Bryophyta,Bryopsida,Bryales,Bryaceae,Ptychostomum,Ptychostomum wrightii,
Barbula acuta,,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Barbula,Barbula acuta,
"Bryum elegans Greville, 1828","Greville, 1828",Plantae,Bryophyta,Bryopsida,Bryales,Bryaceae,Bryum,Bryum elegans,
Loeskeobryum brevirostre (Brid.) Broth.,Broth. (Brid.),Plantae,Bryophyta,Bryopsida,Hypnales,Hylocomiaceae,Loeskeobryum,Loeskeobryum brevirostre,
Dicranella varia (Hedw.) Schimp.,Schimp. (Hedw.),Plantae,Bryophyta,Bryopsida,Dicranales,Dicranaceae,Dicranella,Dicranella varia,
Niphotrichum panschii (MÃ¼ll. Hal.) Bednarek-Ochyra & Ochyra,Bednarek-Ochyra & Ochyra (MÃ¼ll. Hal.),Plantae,Bryophyta,Bryopsida,Grimmiales,Grimmiaceae,Niphotrichum,Niphotrichum panschii,
Lophozia schusterana Schljakov,Schljakov,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Scapaniaceae,Lophozia,Lophozia schusterana,
"Fontinalis novae-angliae (Cardot) W. H. Welch in Grout, 1934","W. H. Welch in Grout, 1934 (Cardot)",Plantae,Bryophyta,Bryopsida,Isobryales,Fontinalaceae,Fontinalis,Fontinalis novae-angliae,
Plagiomnium drummondii (Bruch & Schimp.) T.J. Kop.,T.J. Kop. (Bruch & Schimp.),Plantae,Bryophyta,Bryopsida,Bryales,Mniaceae,Plagiomnium,Plagiomnium drummondii,
Sphagnum mirum Flatberg & Thingsg.,Flatberg & Thingsg.,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Sphagnum mirum,
Schistidium dupretii (Ther.) W. A. Weber,W. A. Weber (Ther.),Plantae,Bryophyta,Bryopsida,Grimmiales,Grimmiaceae,Schistidium,Schistidium dupretii,
Amblystegium radicale (P. Beauv.) Schimp.,Schimp. (P. Beauv.),Plantae,Bryophyta,Bryopsida,Hypnales,Amblystegiaceae,Amblystegium,Amblystegium radicale,
Polytrichastrum longisetum (Brid.) G. L. Sm.,G. L. Sm. (Brid.),Plantae,Bryophyta,Bryopsida,Polytrichales,Polytrichaceae,Polytrichastrum,Polytrichastrum longisetum,
Hygroamblystegium varium (Hedw.) MÃ¶nk.,MÃ¶nk. (Hedw.),Plantae,Bryophyta,Bryopsida,Hypnales,Amblystegiaceae,Hygroamblystegium,Hygroamblystegium varium,
Anastrophyllum michauxii (F. Weber) H.Buch,H.Buch (F. Weber),,,,,,,Anastrophyllum michauxii,
Campylophyllum hispidulum (Brid.) HedenÃ¤s,HedenÃ¤s (Brid.),Plantae,Bryophyta,Bryopsida,Hypnales,Amblystegiaceae,Campylophyllum,Campylophyllum hispidulum,
Ptychostomum intermedium (Brid.) J.R. Spence,J.R. Spence (Brid.),Plantae,Bryophyta,Bryopsida,Bryales,Bryaceae,Ptychostomum,Ptychostomum intermedium,
Jungermannia sphaerocarpa Hook.,Hook.,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Jungermanniaceae,Jungermannia,Jungermannia sphaerocarpa,
Bryum cyclophyllum (Schwaegr.) B. S. G.,B. S. G. (Schwaegr.),Plantae,Bryophyta,Bryopsida,Bryales,Bryaceae,Bryum,Bryum cyclophyllum,
Bryum cryophilum MÃ¥rt.,MÃ¥rt.,Plantae,Bryophyta,Bryopsida,Bryales,Bryaceae,Bryum,Bryum cryophilum,
"Neoorthocaulis binsteadii (Kaal.) L. SÃ¶derstr., De Roo & Hedd.","L. SÃ¶derstr., De Roo & Hedd. (Kaal.)",,,,,,,Neoorthocaulis binsteadii,
Ctenidium subrectifolium (Brid.) W.R. Buck & B. H. Allen,W.R. Buck & B. H. Allen (Brid.),,,,,,,Ctenidium subrectifolium,
Barbilophozia kunzeana (HÃ¼b.) Gams,Gams (HÃ¼b.),,,,,,,Barbilophozia kunzeana,
Polytrichastrum pallidisetum (Funck) G. L. Sm.,G. L. Sm. (Funck),Plantae,Bryophyta,Bryopsida,Polytrichales,Polytrichaceae,Polytrichastrum,Polytrichastrum pallidisetum,
Chiloscyphus pallescens (Ehrh. ex Hoffm.) Dumort.,Dumort. (Ehrh. ex Hoffm.),Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Lophocoleaceae,Chiloscyphus,Chiloscyphus pallescens,
Scapania cuspiduligera (Nees) MÃ¼ll.Frib.,MÃ¼ll.Frib. (Nees),Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Scapaniaceae,Scapania,Scapania cuspiduligera,
Amblyodon dealbatus (Hedw.) P. Beauv.,P. Beauv. (Hedw.),Plantae,Bryophyta,Bryopsida,Bryales,Meesiaceae,Amblyodon,Amblyodon dealbatus,
Bryum salinum I. Hagen,I. Hagen,,,,,,,Bryum salinum,
Mnium stellare Reichard,Reichard,Plantae,Bryophyta,Bryopsida,Bryales,Mniaceae,Mnium,Mnium stellare,
Tritomaria exsecta (Schmidel ex Schrad.) Schiffn.,Schiffn. (Schmidel ex Schrad.),Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Scapaniaceae,Tritomaria,Tritomaria exsecta,
Lophozia grandiretis (Kaal.) Schiffn.,Schiffn. (Kaal.),,,,,,,Lophozia grandiretis,
Cnestrum glaucescens Holmen,Holmen,,,,,,,Cnestrum glaucescens,
Grimmia affinis,,Plantae,Bryophyta,Bryopsida,Grimmiales,Grimmiaceae,Grimmia,Grimmia affinis,
Mnium affine,,Plantae,Bryophyta,Bryopsida,Bryales,Mniaceae,Mnium,Mnium affine,
Bryum alpinum Hudson,Hudson,,,,,,,Bryum alpinum,
Hypnum pratense J. Koch,J. Koch,,,,,,,Hypnum pratense,
Bryum cirrhatum Hornsch.,Hornsch.,,,,,,,Bryum cirrhatum,
Entodon seductrix,,Plantae,Bryophyta,Bryopsida,Hypnales,Entodontaceae,Entodon,Entodon seductrix,
"Sphagnum rubiginosum Flatberg, 1993","Flatberg, 1993",Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Sphagnum rubiginosum,
"Sphagnum orientale Savicz-Ljubitskaya, 1951","Savicz-Ljubitskaya, 1951",Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Sphagnum orientale,
"Sphagnum henryense Warnstorf, 1900","Warnstorf, 1900",Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Sphagnum henryense,
"Sphagnum isoviitae Flatberg, 1992","Flatberg, 1992",Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Sphagnum isoviitae,
"Sphagnum molle Sullivant, 1846","Sullivant, 1846",Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Sphagnum molle,
"Syntrichia norvegica Weber, 1804","Weber, 1804",Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Syntrichia,Syntrichia norvegica,
"Tortella inclinata Limpricht, 1888","Limpricht, 1888",Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Tortella,Tortella inclinata,
"Splachnum rubrum Hedwig, 1801","Hedwig, 1801",Plantae,Bryophyta,Bryopsida,Funariales,Splachnaceae,Splachnum,Splachnum rubrum,
"Coscinodon cribrosus Spruce, 1849","Spruce, 1849",Plantae,Bryophyta,Bryopsida,Grimmiales,Grimmiaceae,Coscinodon,Coscinodon cribrosus,
"Racomitrium microcarpum Bridel, 1819","Bridel, 1819",Plantae,Bryophyta,Bryopsida,Grimmiales,Grimmiaceae,Racomitrium,Racomitrium microcarpum,
"Trematodon ambiguus Hornschuch, 1819","Hornschuch, 1819",Plantae,Bryophyta,Bryopsida,Dicranales,Bruchiaceae,Trematodon,Trematodon ambiguus,
"Aongstroemia longipes Bruch & W. P. Schimper in B.S.G., 1846","Bruch & W. P. Schimper in B.S.G., 1846",Plantae,Bryophyta,Bryopsida,Dicranales,Dicranaceae,Aongstroemia,Aongstroemia longipes,
"Dicranum condensatum Hedwig, 1801","Hedwig, 1801",Plantae,Bryophyta,Bryopsida,Dicranales,Dicranaceae,Dicranum,Dicranum condensatum,
"Bryum flaccidum Bridel, 1826","Bridel, 1826",Plantae,Bryophyta,Bryopsida,Bryales,Bryaceae,Bryum,Bryum flaccidum,
Bryum pallens,,Plantae,Bryophyta,Bryopsida,Bryales,Bryaceae,Bryum,Bryum pallens,
"Bryum wrightii Sullivant, 1859","Sullivant, 1859",Plantae,Bryophyta,Bryopsida,Bryales,Bryaceae,Bryum,Bryum wrightii,
"Bryum marratii Wilson, 1855","Wilson, 1855",Plantae,Bryophyta,Bryopsida,Bryales,Bryaceae,Bryum,Bryum marratii,
"Bryum gemmiparum De Notaris, 1866","De Notaris, 1866",Plantae,Bryophyta,Bryopsida,Bryales,Bryaceae,Bryum,Bryum gemmiparum,
"Dichelyma capillaceum Myrin, 1833","Myrin, 1833",Plantae,Bryophyta,Bryopsida,Isobryales,Fontinalaceae,Dichelyma,Dichelyma capillaceum,
"Fontinalis sphagnifolia Wijk & Margadant, 1962","Wijk & Margadant, 1962",Plantae,Bryophyta,Bryopsida,Isobryales,Fontinalaceae,Fontinalis,Fontinalis sphagnifolia,
"Fontinalis flaccida Renauld & Cardot, 1888","Renauld & Cardot, 1888",Plantae,Bryophyta,Bryopsida,Isobryales,Fontinalaceae,Fontinalis,Fontinalis flaccida,
"Pelekium minutulum Touw, 2001","Touw, 2001",Plantae,Bryophyta,Bryopsida,Hypnales,Thuidiaceae,Pelekium,Pelekium minutulum,
"Haplocladium microphyllum Brotherus, 1907","Brotherus, 1907",Plantae,Bryophyta,Bryopsida,Hypnales,Thuidiaceae,Haplocladium,Haplocladium microphyllum,
"Thuidium assimile Jaeger, 1878","Jaeger, 1878",Plantae,Bryophyta,Bryopsida,Hypnales,Thuidiaceae,Thuidium,Thuidium assimile,
"Rauiella scita Reimers, 1937","Reimers, 1937",Plantae,Bryophyta,Bryopsida,Hypnales,Thuidiaceae,Rauiella,Rauiella scita,
"Rhytidiadelphus squarrosus Warnstorf, 1906","Warnstorf, 1906",Plantae,Bryophyta,Bryopsida,Hypnales,Hylocomiaceae,Rhytidiadelphus,Rhytidiadelphus squarrosus,
"Brachythecium albicans W. P. Schimper in B.S.G., 1853","W. P. Schimper in B.S.G., 1853",Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Brachythecium,Brachythecium albicans,
"Brachythecium acuminatum Austin, 1870","Austin, 1870",Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Brachythecium,Brachythecium acuminatum,
"Brachythecium calcareum Kindberg, 1895","Kindberg, 1895",Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Brachythecium,Brachythecium calcareum,
"Leskeella nervosa Loeske, 1903","Loeske, 1903",Plantae,Bryophyta,Bryopsida,Hypnales,Leskeaceae,Leskeella,Leskeella nervosa,
"Leskea obscura Hedwig, 1801","Hedwig, 1801",Plantae,Bryophyta,Bryopsida,Hypnales,Leskeaceae,Leskea,Leskea obscura,
"Pseudocalliergon turgescens Loeske, 1907","Loeske, 1907",Plantae,Bryophyta,Bryopsida,Hypnales,Amblystegiaceae,Pseudocalliergon,Pseudocalliergon turgescens,
"Platylomella lescurii Andrews, 1950","Andrews, 1950",Plantae,Bryophyta,Bryopsida,Hypnales,Amblystegiaceae,Platylomella,Platylomella lescurii,
"Isopterygium tenerum Mitten, 1869","Mitten, 1869",Plantae,Bryophyta,Bryopsida,Hypnales,Hypnaceae,Isopterygium,Isopterygium tenerum,
"Hypnum callichroum Bridel, 1827","Bridel, 1827",Plantae,Bryophyta,Bryopsida,Hypnales,Hypnaceae,Hypnum,Hypnum callichroum,
"Atrichum angustatum Bruch & W. P. Schimper in B.S.G., 1844","Bruch & W. P. Schimper in B.S.G., 1844",Plantae,Bryophyta,Bryopsida,Polytrichales,Polytrichaceae,Atrichum,Atrichum angustatum,
"Atrichum crispum Sullivant & Lesquereux, 1856","Sullivant & Lesquereux, 1856",Plantae,Bryophyta,Bryopsida,Polytrichales,Polytrichaceae,Atrichum,Atrichum crispum,
Reboulia hemisphaerica (L.) Raddi,Raddi (L.),Plantae,Marchantiophyta,Marchantiopsida,Marchantiales,Aytoniaceae,Reboulia,Reboulia hemisphaerica,
Lophozia longiflora (Nees) Schiffn.,Schiffn. (Nees),Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Scapaniaceae,Lophozia,Lophozia longiflora,
Calypogeia sphagnicola (Arnell & J.Perss.) Warnst. & Loeske,Warnst. & Loeske (Arnell & J.Perss.),Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Calypogeiaceae,Calypogeia,Calypogeia sphagnicola,
Orthocaulis atlanticus (Kaal.) H.Buch,H.Buch (Kaal.),Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Anastrophyllaceae,Orthocaulis,Orthocaulis atlanticus,
Pellia endiviifolia (Dicks.) Dumort.,Dumort. (Dicks.),Plantae,Marchantiophyta,Jungermanniopsida,Pelliales,Pelliaceae,Pellia,Pellia endiviifolia,
"Fucus spiralis Linnaeus, 1753","Linnaeus, 1753",Chromista,Ochrophyta,Phaeophyceae,Fucales,Fucaceae,Fucus,Fucus spiralis,
Cephalozia leucantha Spruce,Spruce,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Cephaloziaceae,Cephalozia,Cephalozia leucantha,
Cephaloziella uncinata Schust.,Schust.,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Cephaloziellaceae,Cephaloziella,Cephaloziella uncinata,
Cephaloziella hampeana (Nees) Schiffn.,Schiffn. (Nees),Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Cephaloziellaceae,Cephaloziella,Cephaloziella hampeana,
Lophocolea minor Nees,Nees,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Geocalycaceae,Lophocolea,Lophocolea minor,
"Bazzania denudata (Torr. ex Gottsche, Lindenb. & Nees) Trevis.","Trevis. (Torr. ex Gottsche, Lindenb. & Nees)",Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Lepidoziaceae,Bazzania,Bazzania denudata,
Scapania simmonsii Bryhn & Kaal.,Bryhn & Kaal.,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Scapaniaceae,Scapania,Scapania simmonsii,
Scapania praetervisa Meyl.,Meyl.,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Scapaniaceae,Scapania,Scapania praetervisa,
Scapania glaucocephala (Tayl.) Aust.,Aust. (Tayl.),Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Scapaniaceae,Scapania,Scapania glaucocephala,
Lophozia rutheana (Limpr.) M. Howe,M. Howe (Limpr.),Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Scapaniaceae,Lophozia,Lophozia rutheana,
Lophozia ascendens (Warnst.) Schust,Schust (Warnst.),Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Scapaniaceae,Lophozia,Lophozia ascendens,
Leiocolea gillmanii (Austin) A.Evans,A.Evans (Austin),Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Jungermanniaceae,Leiocolea,Leiocolea gillmanii,
Lophozia badensis (Gottsche) Schiffn.,Schiffn. (Gottsche),Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Scapaniaceae,Lophozia,Lophozia badensis,
Lophozia laxa (Lindb.) Grolle,Grolle (Lindb.),Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Scapaniaceae,Lophozia,Lophozia laxa,
Lophozia obtusa (Lindb.) Evans,Evans (Lindb.),Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Scapaniaceae,Obtusifolium,Lophozia obtusa,
Jungermannia hyalina Lyell,Lyell,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Jungermanniaceae,Jungermannia,Jungermannia hyalina,
Nardia scalaris S. Gray,S. Gray,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Solenostomataceae,Nardia,Nardia scalaris,
Riccardia palmata (Hedw.) Carruth.,Carruth. (Hedw.),Plantae,Marchantiophyta,Jungermanniopsida,Metzgeriales,Aneuraceae,Riccardia,Riccardia palmata,
Splachnum ovatum Dicks. ex Hedw.,Dicks. ex Hedw.,,,,,,,Splachnum ovatum,
Schwetschkeopsis denticulata (Sull.) Broth.,Broth. (Sull.),,,,,,,Schwetschkeopsis denticulata,
Bryohaplocladium microphyllum (Hedw.) R. Watan. & Z. Iwats.,R. Watan. & Z. Iwats. (Hedw.),Plantae,Bryophyta,Bryopsida,Hypnales,Thuidiaceae,Haplocladium,Bryohaplocladium microphyllum,
Lescuraea radicosa (Mitt.) MÃ¶nk.,MÃ¶nk. (Mitt.),Plantae,Bryophyta,Bryopsida,Hypnales,Leskeaceae,Lescuraea,Lescuraea radicosa,
Hypnum crista-castrensis Hedw.,Hedw.,Plantae,Bryophyta,Bryopsida,Hypnales,Hypnaceae,Hypnum,Hypnum crista-castrensis,
Isopterygium elegans (Brid.) Lindb.,Lindb. (Brid.),Plantae,Bryophyta,Bryopsida,Hypnales,Plagiotheciaceae,Pseudotaxiphyllum,Isopterygium elegans,
